"REQ ID","TC ID","Title","Est. (phút)","Test Type","Area","Precondition","Procedure / Steps","Expected Results","Priority","Result","Change TC","Author","Remark"
"UC_MSTAFF_002","TC_MSTAFF_011","Soát vé thất bại: Mã không tồn tại","5","Negative","1.2 Soát vé cổng","Đã chọn Khu Vực. Mã SAI123 không có trên hệ thống.","Bước 1. Mở ứng dụng Staff App.
Bước 2. Đăng nhập tài khoản nhân viên.
Bước 3. Nhập vào ô mã thủ công giá trị: SAI123.
Bước 4. Nhấn nút quét.","Bước 1. Màn hình đăng nhập hiện ra.
Bước 2. Vào màn hình chính.
Bước 3. Mã SAI123 hiện trong ô.
Bước 4. Hệ thống hiển thị kết quả FAIL trên nền đỏ, thông báo lỗi: ""Vé không tồn tại trên hệ thống"".","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_012","Soát vé thất bại: Vé hết lượt","5","Negative","1.2 Soát vé cổng","Vé mã VE00000 đã dùng hết lượt (SoLuotConLai = 0).","Bước 1. Mở ứng dụng Staff App.
Bước 2. Đăng nhập tài khoản nhân viên.
Bước 3. Quét hoặc nhập mã: VE00000.
Bước 4. Nhấn quét.","Bước 1. Màn hình đăng nhập hiện ra.
Bước 2. Vào màn hình chính.
Bước 3. Đã nhập mã.
Bước 4. Hệ thống hiển thị kết quả FAIL trên nền đỏ, thông báo lỗi: ""Vé đã sử dụng hết số lượt"".","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_013","Soát vé thất bại: Sai khu vực","5","Negative","1.2 Soát vé cổng","Vé mã VE_TRUOTNUOC nhưng nhân viên đang chọn khu ""Khu Thú Cưng"".","Bước 1. Mở ứng dụng Staff App.
Bước 2. Đăng nhập tài khoản nhân viên.
Bước 3. Chọn Khu Vực là Khu Thú Cưng.
Bước 4. Quét hoặc nhập mã: VE_TRUOTNUOC.","Bước 1. Màn hình đăng nhập hiện ra.
Bước 2. Vào màn hình chính.
Bước 3. Đã chọn khu thú cưng.
Bước 4. Hệ thống hiển thị kết quả FAIL trên nền đỏ, thông báo lỗi: ""Vé không hỗ trợ sử dụng tại khu vực này"".","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_014","Soát vé: Nhấn nút quét khi ô nhập trống","2","Negative","1.2 Soát vé cổng","Ô nhập mã thủ công đang để trống.","Bước 1. Mở ứng dụng Staff App.
Bước 2. Đăng nhập tài khoản nhân viên.
Bước 3. Không nhập gì vào ô mã thủ công.
Bước 4. Cố gắng nhấn nút kính lúp.","Bước 1. Màn hình đăng nhập hiện ra.
Bước 2. Vào màn hình chính.
Bước 3. Ô nhập trống.
Bước 4. Nút mờ đi, không nhấn được, không có yêu cầu nào gửi lên server.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_015","Soát vé: Kiểm tra lịch sử quét gần đây","2","UI/UX","1.2 Soát vé cổng","Nhân viên đã thực hiện quét ít nhất 1 vé.","Bước 1. Mở ứng dụng Staff App.
Bước 2. Đăng nhập tài khoản nhân viên.
Bước 3. Quan sát vùng dưới cùng của màn hình.","Bước 1. Màn hình đăng nhập hiện ra.
Bước 2. Vào màn hình chính.
Bước 3. Hiển thị danh sách ""Lịch sử quét gần đây"" gồm các cột: Mã vạch, Tên sản phẩm, Thời gian, Kết quả.","Low","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_016","Lịch sử quét: Hiển thị dòng PASS","2","UI/UX","1.2 Soát vé cổng","Vừa quét thành công vé mã VE123.","Bước 1. Mở ứng dụng Staff App và đăng nhập.
Bước 2. Chọn khu vực và quét vé VE123 thành công.
Bước 3. Quan sát dòng đầu tiên trong lịch sử.","Bước 1. Đăng nhập thành công.
Bước 2. Màn hình kết quả xanh lá hiện ra rồi tự ẩn.
Bước 3. Dòng lịch sử hiện mã VE123, thời gian hiện tại, cột Kết quả hiển thị dấu tích màu xanh lá.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_017","Lịch sử quét: Hiển thị dòng FAIL","2","UI/UX","1.2 Soát vé cổng","Vừa quét thất bại vé mã VE456.","Bước 1. Mở ứng dụng Staff App và đăng nhập.
Bước 2. Quét vé VE456 (sai mã).
Bước 3. Quan sát dòng đầu tiên trong lịch sử.","Bước 1. Đăng nhập thành công.
Bước 2. Màn hình kết quả đỏ hiện ra.
Bước 3. Dòng lịch sử hiện mã VE456, nền dòng được tô màu đỏ nhạt, cột Kết quả hiển thị dấu nhân màu đỏ.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_018","Soát vé: Đổi khu vực trực, lịch sử tải lại","5","Functional","1.2 Soát vé cổng","Đã có lịch sử quét ở Khu A và Khu B.","Bước 1. Mở ứng dụng Staff App và đăng nhập.
Bước 2. Chọn Khu Vực là Khu A, quan sát lịch sử.
Bước 3. Đổi sang Khu Vực là Khu B, quan sát lịch sử.","Bước 1. Đăng nhập thành công.
Bước 2. Lịch sử hiện các vé đã quét tại Khu A.
Bước 3. Lịch sử cũ biến mất, nạp lại danh sách các vé đã quét tại Khu B.","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_019","Soát vé: Kết quả PASS tự ẩn khi nhập mã mới","2","UI/UX","1.2 Soát vé cổng","Đang hiển thị kết quả PASS của lượt quét trước.","Bước 1. Thực hiện quét 1 vé thành công.
Bước 2. Chạm vào ô nhập mã thủ công và gõ 1 ký tự bất kỳ.","Bước 1. Màn hình hiện bảng PASS xanh lá.
Bước 2. Bảng kết quả xanh lá lập tức biến mất để lộ lại vùng Camera và ô nhập liệu.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_020","Soát vé: Kiểm tra nút chuyển sang màn hình Bếp","2","UI/UX","1.2 Soát vé cổng","Tài khoản nhân viên có quyền vào cả Soát vé và Bếp.","Bước 1. Mở ứng dụng Staff App.
Bước 2. Đăng nhập tài khoản nhân viên.
Bước 3. Quan sát thanh menu dưới cùng (Bottom Navigation).","Bước 1. Màn hình đăng nhập hiện ra.
Bước 2. Vào màn hình chính.
Bước 3. Menu có 2 biểu tượng: ""Soát vé"" (đang nổi bật) và ""Lệnh bếp"" (bên cạnh).","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_021","Soát vé: Xung đột quét đồng thời (Race Condition)","10","Edge Case","1.2 Soát vé cổng","Có 1 vé mã VE_DUY_NHAT chỉ còn 1 lượt. 2 nhân viên tại 2 cổng cùng chuẩn bị quét mã này.","Bước 1. Nhân viên A nhập mã VE_DUY_NHAT.
Bước 2. Nhân viên B cũng nhập mã VE_DUY_NHAT trên máy khác.
Bước 3. Cả 2 cùng nhấn nút Quét cùng 1 thời điểm.","Bước 1. Máy A gửi yêu cầu.
Bước 2. Máy B gửi yêu cầu.
Bước 3. Một máy sẽ nhận kết quả PASS (máy gửi yêu cầu tới server trước một phần giây), máy còn lại sẽ nhận kết quả FAIL kèm thông báo ""Vé đã được sử dụng đồng thời ở cổng khác"".","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_022","Soát vé: Nhập mã có khoảng trắng ở hai đầu","5","Functional","1.2 Soát vé cổng","Đã chọn khu vực. Có vé hợp lệ mã: VE123.","Bước 1. Mở ứng dụng Staff App và đăng nhập.
Bước 2. Nhập vào ô mã thủ công chuỗi: ""  VE123  "".
Bước 3. Nhấn nút quét.","Bước 1. Mở app thành công.
Bước 2. Ô nhận chuỗi có dấu cách.
Bước 3. Hệ thống tự động cắt bỏ khoảng trắng và gửi mã VE123 lên server, kết quả trả về PASS.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_023","Soát vé: Quét vé khi phiên làm việc hết hạn","5","Edge Case","1.2 Soát vé cổng","Nhân viên đang ở màn hình Soát vé nhưng token đã hết hạn.","Bước 1. Đưa camera quét một mã vé bất kỳ.","Bước 1. Hệ thống không gửi yêu cầu soát vé mà tự động đẩy nhân viên quay lại màn hình Đăng nhập, hiển thị thông báo ""Phiên làm việc hết hạn"".","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_024","Soát vé: Chọn trò chơi cụ thể trong khu vực","5","Functional","1.2 Soát vé cổng","Khu vực ""Khu Trượt Nước"" có trò chơi ""Máng trượt"".","Bước 1. Đăng nhập và vào màn hình Soát vé.
Bước 2. Chọn Khu Vực: Khu Trượt Nước.
Bước 3. Nhấn vào ô Chọn Trò Chơi.
Bước 4. Chọn giá trị: Máng trượt.","Bước 1. Đăng nhập thành công.
Bước 2. Khu vực được chọn.
Bước 3. Danh sách trò chơi hiện ra.
Bước 4. Ô hiển thị ""Máng trượt"". Hệ thống sẽ kiểm tra quyền vào đúng trò chơi này.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_025","Soát vé: Tắt camera khi chuyển sang màn hình Bếp","5","Edge Case","1.2 Soát vé cổng","Đang ở màn hình Soát vé, camera đang bật.","Bước 1. Nhấn vào biểu tượng ""Lệnh bếp"" trên thanh menu dưới.
Bước 2. Quan sát đèn báo camera của thiết bị.","Bước 1. Ứng dụng chuyển sang màn hình Bếp.
Bước 2. Luồng camera của màn hình soát vé phải được tắt hoàn toàn để tiết kiệm pin.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_026","Màn hình Bếp: Kiểm tra tiêu đề và icon","2","UI/UX","1.3 Màn hình bếp KDS","Nhân viên bếp đã đăng nhập.","Bước 1. Nhấn vào mục ""Lệnh bếp"" trên menu dưới.
Bước 2. Quan sát tiêu đề trang.","Bước 1. Chuyển sang màn hình Bếp.
Bước 2. Tiêu đề hiển thị chữ ""Lệnh bếp"" kèm biểu tượng ngọn lửa.","Low","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_027","Màn hình Bếp: Kiểm tra bảng thống kê Chờ","2","UI/UX","1.3 Màn hình bếp KDS","Đang có 5 món trạng thái Chờ nấu.","Bước 1. Truy cập màn hình Lệnh bếp.
Bước 2. Quan sát ô thống kê ""Chờ"".","Bước 1. Màn hình bếp hiện ra.
Bước 2. Hiển thị nhãn ""Chờ"" kèm số 5 có nền màu vàng.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_028","Màn hình Bếp: Kiểm tra bảng thống kê Đang nấu","2","UI/UX","1.3 Màn hình bếp KDS","Đang có 3 món đang nấu.","Bước 1. Truy cập màn hình Lệnh bếp.
Bước 2. Quan sát ô thống kê ""Đang nấu"".","Bước 1. Màn hình bếp hiện ra.
Bước 2. Hiển thị nhãn ""Đang nấu"" kèm số 3 có nền màu cam.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_029","Màn hình Bếp: Kiểm tra bảng thống kê Xong hôm nay","2","UI/UX","1.3 Màn hình bếp KDS","Đã làm xong 10 món.","Bước 1. Truy cập màn hình Lệnh bếp.
Bước 2. Quan sát ô thống kê ""Xong hôm nay"".","Bước 1. Màn hình bếp hiện ra.
Bước 2. Hiển thị nhãn ""Xong hôm nay"" kèm số 10 có nền xanh lá.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_030","Màn hình Bếp: Kiểm tra thẻ lệnh bếp (Card)","2","UI/UX","1.3 Màn hình bếp KDS","Có ít nhất 1 lệnh bếp đang chờ.","Bước 1. Truy cập màn hình Lệnh bếp.
Bước 2. Quan sát bố cục một thẻ lệnh.","Bước 1. Màn hình bếp hiện ra.
Bước 2. Thẻ hiển thị: Mã đơn, Thời gian chờ, Tên món, Số lượng, Ghi chú.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_031","Thẻ lệnh bếp: Kiểm tra màu nền trạng thái Chờ","2","UI/UX","1.3 Màn hình bếp KDS","Lệnh bếp ở trạng thái ChoNau.","Bước 1. Quan sát thẻ lệnh món ăn đang chờ.","Bước 1. Thẻ lệnh có màu nền trắng/xám nhạt.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_032","Thẻ lệnh bếp: Kiểm tra màu nền trạng thái Đang nấu","2","UI/UX","1.3 Màn hình bếp KDS","Lệnh bếp ở trạng thái DangNau.","Bước 1. Quan sát thẻ lệnh món ăn đang nấu.","Bước 1. Thẻ lệnh có màu nền và viền màu cam.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_033","KDS: Tự động làm mới danh sách (Auto-Polling)","10","Functional","1.3 Màn hình bếp KDS","Có món mới đẩy xuống từ POS.","Bước 1. Nhân viên bếp giữ nguyên màn hình, không thao tác gì.
Bước 2. Đợi trong vòng 3 giây.","Bước 1. Đang quan sát.
Bước 2. Hệ thống tự động cập nhật, món mới xuất hiện trên màn hình.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_034","KDS: Cập nhật trạng thái ""Bắt đầu nấu""","5","Functional","1.3 Màn hình bếp KDS","Có món đang ở trạng thái Chờ.","Bước 1. Nhấn nút ""Bắt đầu nấu"" trên thẻ lệnh.","Bước 1. Thẻ món đổi sang màu cam, nút ""Xong"" hiện ra. Thống kê cập nhật lại số lượng.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_035","KDS: Cập nhật trạng thái ""Xong""","5","Functional","1.3 Màn hình bếp KDS","Có món đang ở trạng thái Đang nấu.","Bước 1. Nhấn nút ""Xong"" trên thẻ lệnh.","Bước 1. Thẻ món biến khỏi màn hình. Thống kê ""Xong hôm nay"" tăng lên.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_036","KDS: Cảnh báo lệnh trễ trên 15 phút","5","Edge Case","1.3 Màn hình bếp KDS","Có lệnh bếp đã chờ trên 15 phút.","Bước 1. Quan sát thẻ lệnh của món trễ.","Bước 1. Thẻ lệnh hiển thị viền đỏ đậm và nhấp nháy liên tục.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_037","KDS: Hiển thị khi không có lệnh nào","5","Functional","1.3 Màn hình bếp KDS","Hiện tại không có đơn hàng nào.","Bước 1. Truy cập màn hình Lệnh bếp.","Bước 1. Hiển thị dòng chữ ""Không có món nào đang chờ"".","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_038","KDS: Hiển thị ghi chú dặn dò của khách","2","UI/UX","1.3 Màn hình bếp KDS","Đơn hàng có ghi chú: ""Không hành"".","Bước 1. Quan sát thẻ lệnh trên KDS.","Bước 1. Dòng ghi chú ""Không hành"" hiển thị rõ ràng bên dưới tên món.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_039","KDS: Lệnh bị hủy tại POS","5","Edge Case","1.3 Màn hình bếp KDS","Món đang hiện trên KDS bị hủy ở POS.","Bước 1. Đợi chu kỳ 3 giây làm mới.","Bước 1. Thẻ lệnh tự động biến mất khỏi màn hình bếp.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_040","KDS: Dừng polling khi thoát màn hình","5","Edge Case","1.3 Màn hình bếp KDS","Đang ở màn hình Bếp.","Bước 1. Chuyển sang màn hình Soát vé.
Bước 2. Kiểm tra log mạng.","Bước 1. Chuyển trang thành công.
Bước 2. Ứng dụng ngừng gọi API lấy lệnh bếp.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_041","KDS: Lỗi cập nhật trạng thái do mất mạng","5","Negative","1.3 Màn hình bếp KDS","Server mất kết nối khi bếp nhấn nút.","Bước 1. Nhấn nút ""Xong"".","Bước 1. Hiển thị thông báo ""Cập nhật thất bại"". Nút ""Xong"" hiện lại để thử lại.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_042","KDS: Kiểm tra hiển thị số lượng","2","UI/UX","1.3 Màn hình bếp KDS","Đơn hàng có 5 phần.","Bước 1. Quan sát thẻ lệnh.","Bước 1. Số lượng hiển thị rõ dạng ""x 5"" cỡ chữ lớn.","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_043","KDS: Kiểm tra mã đơn hàng POS","2","UI/UX","1.3 Màn hình bếp KDS","Mã đơn: POS-001.","Bước 1. Quan sát dòng mã đơn.","Bước 1. Hiển thị đúng chuỗi ""POS-001"".","Low","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_044","KDS: Kiểm tra đồng hồ đếm thời gian","5","Functional","1.3 Màn hình bếp KDS","Lệnh vừa xuất hiện.","Bước 1. Quan sát ô thời gian.
Bước 2. Đợi thêm 1 phút.","Bước 1. Hiện ""0 phút"".
Bước 2. Tự nhảy lên thành ""1 phút"".","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_045","KDS: Nhấn Start khi người khác đã nhận","5","Edge Case","1.3 Màn hình bếp KDS","Bếp A vừa nhấn nhận món X.","Bước 1. Bếp B cũng nhấn ""Bắt đầu nấu"" món X.","Bước 1. Hệ thống báo lỗi: ""Món đã được tiếp nhận"".","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_046","KDS: Tên món quá dài","2","UI/UX","1.3 Màn hình bếp KDS","Tên món rất dài.","Bước 1. Quan sát hiển thị.","Bước 1. Tên món tự động xuống dòng, không bị tràn thẻ.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_047","KDS: Thống kê reset sau 24h","5","Functional","1.3 Màn hình bếp KDS","Đã qua ngày mới.","Bước 1. Mở app vào sáng hôm sau.","Bước 1. Số lượng ""Xong hôm nay"" quay về 0.","Medium","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_048","KDS: Nút Xong khi đang Chờ","2","UI/UX","1.3 Màn hình bếp KDS","Lệnh mới đẩy xuống.","Bước 1. Quan sát các nút.","Bước 1. Chỉ thấy nút ""Bắt đầu nấu"", không thấy nút ""Xong"".","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_049","KDS: Nút Start khi đang Nấu","2","UI/UX","1.3 Màn hình bếp KDS","Món đang nấu.","Bước 1. Quan sát các nút.","Bước 1. Chỉ thấy nút ""Xong"", không thấy nút ""Bắt đầu nấu"".","High","","","Antigravity",""
"UC_MSTAFF_003","TC_MSTAFF_050","KDS: Nhấn Start rồi Xong ngay","5","Functional","1.3 Màn hình bếp KDS","Món ăn đang chờ.","Bước 1. Nhấn ""Bắt đầu nấu"".
Bước 2. Nhấn ""Xong"" ngay.","Bước 1. Thẻ đổi màu.
Bước 2. Thẻ biến mất, hệ thống ghi nhận đúng.","Low","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_051","Soát vé: Mã vạch mờ","5","Functional","1.2 Soát vé cổng","Mã vạch giấy hơi mờ.","Bước 1. Dùng camera quét mã.
Bước 2. Nếu không nhận, nhập tay.","Bước 1. Nếu nhận được mã, hiện PASS.
Bước 2. Nhập tay thành công và nhận PASS.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_052","Soát vé: Nhập mã cực dài","5","Negative","1.2 Soát vé cổng","Hệ thống đang chạy.","Bước 1. Nhập chuỗi 1000 ký tự vào ô.
Bước 2. Nhấn nút quét.","Bước 1. Nhập bình thường.
Bước 2. Hệ thống báo FAIL vì mã không tồn tại, không bị treo app.","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_053","Soát vé: Đổi khu vực khi đang quét","5","Edge Case","1.2 Soát vé cổng","Camera đang bật.","Bước 1. Đang quét mã.
Bước 2. Nhanh tay đổi dropdown Khu Vực.","Bước 1. Đang xử lý.
Bước 2. Hệ thống hủy yêu cầu cũ, cập nhật khu vực mới.","Medium","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_054","Soát vé: Định dạng giờ lịch sử","2","UI/UX","1.2 Soát vé cổng","Quét lúc 14h30.","Bước 1. Quan sát cột Thời gian.","Bước 1. Hiển thị đúng định dạng ""14:30"".","Low","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_055","Soát vé: Màu badge trong lịch sử","2","UI/UX","1.2 Soát vé cổng","Có dòng PASS và FAIL.","Bước 1. Quan sát cột Kết quả.","Bước 1. Dòng PASS màu xanh, FAIL màu đỏ.","Low","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_056","Soát vé: Vé combo nhiều khu","5","Functional","1.2 Soát vé cổng","Vé có quyền vào Khu A và B.","Bước 1. Chọn khu A, quét vé.
Bước 2. Chọn khu B, quét vé đó.","Bước 1. PASS.
Bước 2. PASS.","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_057","Soát vé: Số lượt sau khi quét","5","Functional","1.2 Soát vé cổng","Vé có 2 lượt.","Bước 1. Quét lần 1.
Bước 2. Quét lần 2.","Bước 1. PASS, báo Còn 1 lượt.
Bước 2. PASS, báo Còn 0 lượt.","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_058","Soát vé: Vé bị hủy tại POS","5","Negative","1.2 Soát vé cổng","Vé đã bị khách trả lại.","Bước 1. Quét vé tại cổng.","Bước 1. Trả về FAIL, báo ""Vé đã vô hiệu hóa"".","High","","","Antigravity",""
"UC_MSTAFF_002","TC_MSTAFF_059","Soát vé: Màn hình điện thoại nhỏ","2","UI/UX","1.2 Soát vé cổng","Dùng máy 360px.","Bước 1. Mở app Soát vé.","Bước 1. Giao diện cân đối, không bị chồng chéo.","Medium","","","Antigravity",""
