"REQ ID","TC ID","Title","Est. (phút)","Test Type","Area","Precondition","Procedure / Steps","Expected Results","Priority","Result","Change TC","Author","Remark"
"UC_CB_002","TC_CB_011","Ô Mã Code hiển thị trạng thái tự sinh khi thêm mới","5","UI/UX","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Quan sát ô Mã Code.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang chế độ thêm mới.
Bước 5. Ô Mã Code hiển thị chữ '(Tự sinh)' và bị mờ đi, không cho phép nhập liệu.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_012","Khóa cứng ô Mã Code khi xem chi tiết","5","UI/UX","1.2 Thông tin Combo","Trong hệ thống đã có combo tên 'Combo 1'.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấp chuột vào dòng 'Combo 1' trên lưới.
Bước 5. Nhấp chuột vào ô Mã Code và thử gõ phím chữ 'A'.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Thông tin nạp sang form chi tiết.
Bước 5. Hệ thống khóa cứng ô Mã Code, ký tự 'A' không được nhập vào.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_013","Ô Trạng thái tự động chọn Bản nháp khi thêm mới","5","UI/UX","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Quan sát giá trị tại ô Trạng thái.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form bị xóa trắng.
Bước 5. Ô Trạng thái tự động hiển thị giá trị 'Bản nháp'.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_014","Bỏ trống Tên Combo bị hệ thống chặn lưu","5","Negative","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Để trống ô Tên Combo.
Bước 6. Nhập vào ô Giá Combo giá trị: 100000.
Bước 7. Nhấn nút Lưu Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Ghi nhận ô Tên Combo trống.
Bước 6. Ghi nhận ô giá.
Bước 7. Hệ thống hiển thị cảnh báo: 'Tên combo không được để trống'.","High","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_015","Nhập khoảng trắng vào Tên Combo bị hệ thống chặn lưu","5","Negative","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Nhập vào ô Tên Combo chuỗi: '   '.
Bước 6. Nhập vào ô Giá Combo giá trị: 150000.
Bước 7. Nhấn nút Lưu Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Ghi nhận khoảng trắng.
Bước 6. Ghi nhận ô giá.
Bước 7. Hệ thống hiển thị cảnh báo: 'Tên combo không được để trống'.","High","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_016","Giới hạn độ dài tối đa của Tên Combo","5","Negative","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Nhập vào ô Tên Combo dãy chữ 'A' liên tục vượt quá 250 ký tự.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Hệ thống chặn không cho nhập vượt quá giới hạn 200 ký tự (chữ A thứ 201 không xuất hiện trên giao diện).","Low","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_017","Chặn nhập chữ cái vào ô Giá Combo","5","Negative","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Gõ chữ cái 'abc' từ bàn phím vào ô Giá Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Hệ thống chặn nhập chữ, ô Giá Combo không hiển thị chữ 'abc'.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_018","Chặn nhập dấu trừ (-) vào Giá Combo","5","Negative","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Gõ ký tự '-' (dấu trừ) từ bàn phím vào ô Giá Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Hệ thống chặn không nhận dấu trừ, ô Giá Combo giữ nguyên giá trị không bị âm.","High","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_019","Nhập giá trị bằng 0 vào Giá Combo hợp lệ","5","Edge Case","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Nhập vào ô Tên Combo giá trị: Combo Tặng Kèm.
Bước 6. Nhập vào ô Giá Combo giá trị: 0.
Bước 7. Chọn 1 sản phẩm bên lưới kho rồi nhấn đúp để thêm vào rổ.
Bước 8. Nhấn nút Chia đều.
Bước 9. Nhấn nút Lưu Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Ghi nhận tên combo.
Bước 6. Ghi nhận giá bằng 0.
Bước 7. SP xuất hiện bên rổ.
Bước 8. Phân bổ đạt 100%.
Bước 9. Hệ thống lưu thành công, hiển thị thông báo 'Lưu thành công'.","High","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_020","Giá Combo hiển thị dấu phân cách hàng nghìn","5","UI/UX","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Nhập vào ô Giá Combo giá trị: 5000000.
Bước 6. Chuyển con trỏ chuột sang ô khác.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Ghi nhận dãy số.
Bước 6. Hệ thống tự động định dạng thành '5,000,000'.","Low","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_021","Giá Combo hiển thị ký hiệu tiền tệ","5","UI/UX","1.2 Thông tin Combo","Trong hệ thống có combo giá 1,500,000.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấp chuột vào combo trên lưới danh sách.
Bước 5. Quan sát ô Giá Combo trên panel.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Panel chi tiết nạp thông tin.
Bước 5. Ô Giá Combo hiển thị '1,500,000₫' (kèm ký hiệu đ).","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_022","Trạng thái chỉ cho phép chọn từ Dropdown","5","Negative","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Nhấp chuột vào ô Trạng thái.
Bước 6. Gõ chữ 'Đã duyệt' từ bàn phím.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Danh sách xổ xuống.
Bước 6. Hệ thống chặn gõ tự do, giá trị vẫn giữ nguyên là Bản nháp.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_023","Ô Mô tả hỗ trợ nhập nhiều dòng (Enter)","5","Functional","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Nhấp chuột vào ô Mô tả.
Bước 6. Gõ chữ 'Dòng 1', nhấn phím Enter, gõ chữ 'Dòng 2'.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form chuyển sang thêm mới.
Bước 5. Con trỏ nhấp nháy trong ô.
Bước 6. Hệ thống cho phép xuống dòng, hiển thị 2 dòng nội dung riêng biệt.","Low","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_024","Nút Thêm Combo xóa trắng dữ liệu form","5","Functional","1.2 Thông tin Combo","Đang xem chi tiết một combo có sẵn.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Quan sát form đang chứa dữ liệu cũ.
Bước 5. Nhấn nút Thêm Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Ghi nhận form có dữ liệu.
Bước 5. Toàn bộ form bị xóa trắng, rổ combo trống, ô Trạng thái về Bản nháp, ô Mã về (Tự sinh).","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_025","Khóa nút Xóa Combo khi đang thêm mới","5","UI/UX","1.2 Thông tin Combo","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấn nút Thêm Combo.
Bước 5. Quan sát trạng thái nút Xóa Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Form xóa trắng.
Bước 5. Nút Xóa Combo bị mờ đi (disabled), không cho phép nhấn.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_026","Mở khóa nút Xóa Combo khi chọn combo đã tồn tại","5","UI/UX","1.2 Thông tin Combo","Trong hệ thống có combo tên 'Combo 2'.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấp chuột vào dòng 'Combo 2' trên lưới danh sách.
Bước 5. Quan sát trạng thái nút Xóa Combo.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Thông tin nạp sang form chi tiết.
Bước 5. Nút Xóa Combo sáng lên (enabled), cho phép nhấn.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_027","Sửa Tên combo kích hoạt cảnh báo khi chuyển dòng","5","Functional","1.2 Thông tin Combo","Trong hệ thống có combo tên 'Combo 3' và 'Combo 4'.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấp chuột vào dòng 'Combo 3' trên lưới.
Bước 5. Sửa Tên Combo thành 'Combo 3 Mới'.
Bước 6. Nhấp sang dòng 'Combo 4' trên lưới.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Thông tin nạp sang form.
Bước 5. Ghi nhận thay đổi tên.
Bước 6. Hệ thống hiện hộp thoại cảnh báo: 'Dữ liệu chưa được lưu! Bạn có muốn lưu trước khi chuyển?'.","High","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_028","Cảnh báo chưa lưu - Chọn Hủy để ở lại","5","Functional","1.2 Thông tin Combo","Đang sửa dở combo A, hệ thống có combo B.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấp sang dòng combo B trên lưới.
Bước 5. Hộp thoại cảnh báo xuất hiện, nhấn nút Hủy.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Hệ thống hiển thị hộp thoại cảnh báo.
Bước 5. Hộp thoại đóng. Màn hình vẫn ở lại combo A, giữ nguyên dữ liệu đang sửa dở.","High","","","Bùi Trí Nguyên",""
"UC_CB_002","TC_CB_029","Cảnh báo chưa lưu - Chọn Không để bỏ qua thay đổi","5","Functional","1.2 Thông tin Combo","Đang sửa dở combo A, hệ thống có combo B.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhấp sang dòng combo B trên lưới.
Bước 5. Hộp thoại cảnh báo xuất hiện, nhấn nút Không.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Hệ thống hiển thị hộp thoại.
Bước 5. Hệ thống hủy bỏ thay đổi của A, nạp thông tin combo B sang form chi tiết.","High","","","Bùi Trí Nguyên",""
"UC_CB_003","TC_CB_030","Ô tìm kiếm Kho SP có Placeholder hướng dẫn","5","UI/UX","1.3 Kho Sản Phẩm","Hệ thống đang chạy bình thường.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Quan sát ô Tìm sản phẩm nằm trên lưới Kho sản phẩm (góc trái dưới).","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Hệ thống hiển thị dòng chữ mờ: 'Tìm sản phẩm...'.","Low","","","Bùi Trí Nguyên",""
"UC_CB_003","TC_CB_031","Lưới Kho hiển thị đúng 3 cột tiêu chuẩn","5","UI/UX","1.3 Kho Sản Phẩm","Trong hệ thống có sản phẩm.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Quan sát các cột của lưới Kho sản phẩm.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Lưới hiển thị đúng 3 cột: Mã SP, Tên Sản Phẩm, Giá Bán.","Medium","","","Bùi Trí Nguyên",""
"UC_CB_003","TC_CB_032","Tìm kiếm theo Mã sản phẩm thành công","5","Functional","1.3 Kho Sản Phẩm","Kho SP có sản phẩm mang mã 'VE_TEST'.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhập vào ô Tìm sản phẩm từ khóa: 'VE_TEST'.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Lưới Kho tự động lọc realtime, chỉ hiển thị các sản phẩm có mã chứa VE_TEST.","High","","","Bùi Trí Nguyên",""
"UC_CB_003","TC_CB_033","Tìm kiếm theo Tên sản phẩm thành công","5","Functional","1.3 Kho Sản Phẩm","Kho SP có sản phẩm mang tên 'Bia Heineken'.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Combo sản phẩm.
Bước 4. Nhập vào ô Tìm sản phẩm từ khóa: 'Heineken'.","Bước 1. Phần mềm khởi động, hiển thị màn hình đăng nhập.
Bước 2. Đăng nhập thành công, chuyển sang màn hình chính.
Bước 3. Màn hình danh sách Combo mở ra.
Bước 4. Lưới Kho tự động lọc realtime, chỉ hiển thị sản phẩm Bia Heineken.","High","","","Bùi Trí Nguyên",""
