"REQ ID","TC ID","Title","Est. (phút)","Test Type","Area","Precondition","Procedure / Steps","Expected Results","Priority","Result","Change TC","Author","Remark"
"UC_SP_001","TC_SP_011","Nhấn Tất cả sau khi lọc - lưới khôi phục toàn bộ","5","Functional","1.1 Danh sách SP","Đang lọc theo nút Vé.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn nút Vé, lưới hiển thị nhóm Vé.
Bước 5. Nhấn nút Tất cả.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Lưới lọc còn nhóm Vé.
Bước 5. Lưới tải lại toàn bộ SP, nút Tất cả nổi bật.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_012","Tìm kiếm theo tên SP - lưới lọc realtime","5","Functional","1.1 Danh sách SP","Hệ thống có SP tên Vé người lớn.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhập vào ô Tìm kiếm: người lớn.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Lưới lập tức lọc không cần Enter, chỉ còn SP có tên chứa người lớn.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_013","Tìm kiếm theo mã SP","5","Functional","1.1 Danh sách SP","Hệ thống có SP mã VE_001.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhập vào ô Tìm kiếm: VE_001.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Lưới lọc chỉ còn dòng SP mã VE_001.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_014","Tìm kiếm không có kết quả - lưới rỗng","5","Negative","1.1 Danh sách SP","Không có SP nào tên chứa ZZZZZ.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhập vào ô Tìm kiếm: ZZZZZ.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Lưới trống hoàn toàn, không có dòng nào hiện ra.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_015","Nhấn nút Làm mới - bộ lọc về Tất cả, lưới tải lại","5","Functional","1.1 Danh sách SP","Đang lọc Vé và ô tìm kiếm có từ khóa.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn nút Vé, nhập từ khóa vào ô Tìm kiếm.
Bước 5. Nhấn nút Làm mới.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Lưới lọc theo Vé và từ khóa.
Bước 5. Lưới tải lại toàn bộ, nút Tất cả nổi bật, ô tìm kiếm trống.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_016","Nhấp chọn dòng SP - panel chi tiết hiện ra và nạp thông tin","5","Functional","1.1 Danh sách SP","Hệ thống có SP mã VE_001.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn dòng SP mã VE_001 trên lưới.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Panel chi tiết bên phải đang ẩn.
Bước 4. Panel chi tiết hiện ra và hiển thị thông tin của VE_001.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_017","Nhấp vào dòng tiêu đề nhóm - panel chi tiết ẩn đi","5","UI/UX","1.1 Danh sách SP","Đang chọn SP VE_001, panel chi tiết đang hiển thị.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn dòng VE_001, panel chi tiết hiện.
Bước 5. Nhấp vào dòng tiêu đề nhóm trên lưới.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Panel chi tiết hiện ra.
Bước 5. Panel chi tiết ẩn đi.","Medium","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_018","Chuyển dòng chưa lưu - hộp thoại cảnh báo xuất hiện","5","Functional","1.1 Danh sách SP","Hệ thống có SP mã VE_001 và VE_002.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn VE_001.
Bước 5. Sửa tên SP thành: Vé VIP thử.
Bước 6. Nhấp sang dòng VE_002 mà chưa nhấn Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Panel chi tiết nạp thông tin VE_001.
Bước 5. Ô tên nhận giá trị mới.
Bước 6. Hộp thoại cảnh báo Dữ liệu chưa được lưu xuất hiện với nút Có, Không, Hủy.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_019","Cảnh báo chuyển dòng - nhấn Không để bỏ thay đổi","5","Functional","1.1 Danh sách SP","Hộp thoại cảnh báo đang mở.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn VE_001, sửa tên thành Vé VIP thử.
Bước 5. Nhấp sang VE_002, hộp thoại cảnh báo xuất hiện.
Bước 6. Nhấn nút Không.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Panel nạp VE_001 và ghi nhận chỉnh sửa.
Bước 5. Hộp thoại cảnh báo hiện ra.
Bước 6. Lưới chuyển sang VE_002. VE_001 không bị đổi tên.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_020","Cảnh báo chuyển dòng - nhấn Hủy để ở lại dòng cũ","5","Functional","1.1 Danh sách SP","Hộp thoại cảnh báo đang mở.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn VE_001, sửa tên thành Vé VIP thử.
Bước 5. Nhấp sang VE_002, hộp thoại cảnh báo xuất hiện.
Bước 6. Nhấn nút Hủy.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Panel nạp VE_001 và ghi nhận chỉnh sửa.
Bước 5. Hộp thoại cảnh báo hiện ra.
Bước 6. Hộp thoại đóng. Lưới giữ nguyên đang chọn VE_001. Panel vẫn hiện giá trị vừa sửa.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_021","Mở panel Thêm mới trống hoàn toàn","5","Functional","1.2 Tab thông tin chung","Hệ thống bình thường.","Bước 1. M mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn nút Thêm mới trên thanh công cụ.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Panel chi tiết hiện ra. Tất cả các ô nhập liệu đều trống. Trạng thái mặc định là Đang bán.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_022","Tự sinh tiền tố mã VE_ khi chọn Vé vào khu","5","Functional","1.2 Tab thông tin chung","Đang ở chế độ Thêm mới SP.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Chọn Loại SP: Vé vào khu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Ô Mã SP tự động điền tiền tố VE_.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_023","Tự sinh tiền tố mã DU_ khi chọn Đồ uống","5","Functional","1.2 Tab thông tin chung","Đang ở chế độ Thêm mới SP.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Chọn Loại SP: Đồ uống.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Ô Mã SP tự động điền tiền tố DU_.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_024","Cập nhật tiền tố khi đổi loại SP","5","Functional","1.2 Tab thông tin chung","Đang ở Thêm mới, Loại SP là Vé vào khu (Mã SP: VE_).","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Chọn Loại SP: Vé vào khu.
Bước 6. Đổi Loại SP thành: Hàng hóa.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Ô Mã SP hiện VE_.
Bước 6. Ô Mã SP tự động cập nhật thành HH_.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_025","Khóa cứng Mã SP khi sửa sản phẩm","5","Functional","1.2 Tab thông tin chung","Đang chọn sản phẩm VE_001 trên lưới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn VE_001.
Bước 5. Cố gắng nhập text vào ô Mã SP.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Nạp thông tin VE_001.
Bước 5. Ô Mã SP bị khóa (Read-only), không thể nhập liệu.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_026","Khóa cứng Loại SP khi sửa sản phẩm","5","Functional","1.2 Tab thông tin chung","Đang chọn sản phẩm VE_001 trên lưới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn VE_001.
Bước 5. Cố gắng thay đổi giá trị Loại SP.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Nạp thông tin VE_001.
Bước 5. Dropdown Loại SP bị khóa (Read-only), không thể xổ xuống hoặc đổi.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_027","Checkbox Là vật tư bị khóa khi chọn loại Vé","5","Functional","1.2 Tab thông tin chung","Đang ở Thêm mới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Chọn Loại SP: Vé trò chơi.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Checkbox Là vật tư tự động tắt và khóa xám, không cho check.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_028","Checkbox Quản lý lô bị khóa khi chọn loại Vé","5","Functional","1.2 Tab thông tin chung","Đang ở Thêm mới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Chọn Loại SP: Vé trò chơi.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Checkbox Quản lý lô tự động tắt và khóa xám.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_029","Áp dụng toàn bộ POS tự động khóa danh sách Điểm bán","5","Functional","1.2 Tab thông tin chung","Đang ở Thêm mới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Tích vào ô Áp dụng toàn bộ POS.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Dropdown chọn Điểm bán bị khóa xám không cho thao tác.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_030","Giá tham khảo bị khóa read-only","5","UI/UX","1.2 Tab thông tin chung","Đang chọn sản phẩm VE_001.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấp chọn VE_001.
Bước 5. Cố gắng nhập số vào ô Giá tham khảo.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Nạp thông tin VE_001.
Bước 5. Ô Giá tham khảo không cho phép gõ.","Medium","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_031","Thông báo lỗi khi bỏ trống Mã SP","5","Negative","1.2 Tab thông tin chung","Đang ở Thêm mới, để trống các ô.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Xóa trắng nội dung ô Mã SP.
Bước 6. Nhấn nút Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Mã SP trống.
Bước 6. Hệ thống từ chối lưu. Hiển thị thông báo: Bắt buộc có mã sản phẩm.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_032","Thông báo lỗi khi bỏ trống Tên SP","5","Negative","1.2 Tab thông tin chung","Đang ở Thêm mới, điền Mã SP, trống Tên SP.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Nhập Mã SP là VE_TEST.
Bước 6. Để trống ô Tên SP và nhấn Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Đã nhập Mã SP.
Bước 6. Hệ thống từ chối lưu. Hiển thị thông báo: Bắt buộc nhập tên sản phẩm.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_033","Thông báo lỗi khi chưa chọn Loại SP","5","Negative","1.2 Tab thông tin chung","Đang ở Thêm mới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Nhập Mã, Tên SP.
Bước 6. Không chọn Loại SP, nhấn Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Điền thành công.
Bước 6. Hệ thống từ chối lưu. Hiển thị thông báo: Bắt buộc chọn loại sản phẩm.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_034","Thông báo lỗi khi chưa chọn ĐVT gốc","5","Negative","1.2 Tab thông tin chung","Đang ở Thêm mới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Nhập Mã, Tên, Loại SP.
Bước 6. Không chọn ĐVT gốc, nhấn Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Điền thành công.
Bước 6. Hệ thống từ chối lưu. Hiển thị thông báo: Bắt buộc chọn đơn vị tính.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_035","Lỗi trùng mã sản phẩm","5","Negative","1.2 Tab thông tin chung","Hệ thống đã có mã VE_001.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Nhập Mã SP: VE_001, điền đầy đủ các thông tin bắt buộc khác.
Bước 6. Nhấn nút Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Thông tin đã điền.
Bước 6. Hệ thống từ chối lưu. Hiển thị thông báo: Mã sản phẩm đã tồn tại: VE_001.","High","","","Bùi Trí Nguyên",""
"UC_SP_001","TC_SP_036","Lỗi mã sản phẩm chỉ có tiền tố","5","Negative","1.2 Tab thông tin chung","Đang ở Thêm mới.","Bước 1. Mở phần mềm Đại Nam POS.
Bước 2. Đăng nhập tài khoản Quản lý (admin).
Bước 3. Vào Hệ thống Danh Mục, chọn Sản phẩm, Dịch vụ & Vé.
Bước 4. Nhấn Thêm mới.
Bước 5. Chọn Loại SP: Đồ uống (mã tự sinh DU_).
Bước 6. Không gõ thêm đuôi mã SP, điền các ô khác rồi nhấn Lưu.","Bước 1. Màn hình đăng nhập xuất hiện.
Bước 2. Vào màn hình chính.
Bước 3. Mở màn hình danh sách SP.
Bước 4. Mở panel Thêm mới.
Bước 5. Mã SP là DU_.
Bước 6. Hệ thống từ chối lưu. Hiển thị thông báo: Mã sản phẩm không được chỉ chứa mỗi tiền tố. Hãy gõ tiếp hoặc quét mã vạch.","High","","","Bùi Trí Nguyên",""
