TC ID,Title,Est. (mins),Test Type,Area,Procedure / Steps,Expected Results,Priority,RESULT
GATE_011,Quét vé sai khu vực — hiện SAI KHU VỰC,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu vực = ""Khu A"", Cổng chung.
5. Gõ mã vé thuộc Khu B (VD: ""VE-002""), nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Đang gác Khu A.
5. Vé VE-002 thuộc Khu B (khác Khu A).
6. Panel: ⛔ ""SAI KHU VỰC"" nền đỏ, viền chớp đỏ. Thông tin: ""Vé không thuộc trạm: Khu A"". Bộ đếm Từ chối tăng 1. Lượt vé KHÔNG bị trừ.",Critical,PENDING
GATE_012,Quét vé sai khu vực — lượt KHÔNG bị trừ,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A.
5. Ghi nhận lượt vé VE-002 (thuộc Khu B) = 3.
6. Quét ""VE-002"" tại Khu A.
7. Kiểm tra lượt vé sau quét.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Khu A.
5. Lượt trước = 3.
6. SAI KHU VỰC.
7. Lượt vẫn = 3 (KHÔNG bị trừ vì quét không hợp lệ).",Critical,PENDING
GATE_013,Quét vé hết lượt — hiện TỪ CHỐI,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Gõ mã vé đã hết lượt (""VE-003"", lượt = 0), nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Khu A, Cổng chung.
5. Vé VE-003 lượt = 0.
6. Panel: 🚫 ""TỪ CHỐI"" nền đỏ. Chi tiết: ""[Tên dịch vụ] — hết lượt"". Bộ đếm Từ chối tăng 1.",Critical,PENDING
GATE_014,Quét mã vé không tồn tại — hiện KHÔNG TÌM THẤY,2,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Gõ mã bất kỳ không có trong hệ thống (""XYZ-999""), nhấn Enter.
5. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Mã ""XYZ-999"" không tồn tại.
5. Panel: ❓ ""KHÔNG TÌM THẤY"" nền xám. Chi tiết: ""Mã: XYZ-999"". Bộ đếm Từ chối tăng 1.",High,PENDING
GATE_015,Quét vé sai trò chơi — hiện SAI TRÒ CHƠI,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A. Chọn trò ""Tàu lượn siêu tốc"" (không phải Cổng chung).
5. Gõ mã vé thuộc Khu A nhưng dành cho trò ""Đu quay"" (không phải Tàu lượn), nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Gác trò Tàu lượn cụ thể.
5. Vé dành cho trò khác (Đu quay).
6. Panel: ⚠️ ""SAI TRÒ CHƠI"" nền vàng, viền chớp vàng. Bộ đếm Từ chối tăng 1. Lượt KHÔNG bị trừ.",High,PENDING
GATE_016,"Quét vé sai trò nhưng đúng khu — nếu chọn ""Cổng chung"" thì hợp lệ",3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, chọn ""Cổng chung (tất cả trò)"".
5. Gõ mã vé thuộc Khu A dành cho trò ""Đu quay"", nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Cổng chung = không kiểm tra trò cụ thể.
5. Vé thuộc Khu A → đúng khu.
6. Panel: ✅ ""MỜI VÀO"" nền xanh. Dù vé dành cho trò Đu quay, nhưng ở Cổng chung chỉ cần đúng khu. Lượt trừ 1.",High,PENDING
GATE_017,Quét mã booking đoàn hợp lệ — hiện MỜI VÀO + thông tin đoàn,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Gõ mã booking đoàn ""BK-20260401-001"" (đoàn Công ty ABC, 50 người, đã vào 30), nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Cổng chung.
5. Mã bắt đầu bằng ""BK-"" → hệ thống xử lý theo luồng booking đoàn.
6. Panel: ✅ ""MỜI VÀO"" nền xanh + ""🏷️ ĐOÀN: Công ty ABC"". Quota hiện: ""31/50"" (đã tăng 1). Lịch sử: ""✅ ĐOÀN 31/50"". Bộ đếm Hợp lệ tăng 1.",High,PENDING
GATE_018,Quét booking đoàn đã hết quota — hiện HẾT LƯỢT ĐOÀN,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Gõ mã booking đoàn đã dùng hết quota (VD: 50/50 người đã vào), nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Cổng chung.
5. Booking đã dùng hết quota.
6. Panel: 🚫 ""HẾT LƯỢT ĐOÀN"" nền đỏ. Bộ đếm Từ chối tăng 1. Quota KHÔNG tăng thêm.",Critical,PENDING
GATE_019,Quét booking đoàn đã hủy — hiện BOOKING LỖI,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Gõ mã booking đã bị hủy, nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Cổng chung.
5. Booking trạng thái ""Đã hủy"".
6. Panel: ⚠️ ""BOOKING LỖI"" nền vàng. Thông tin: ""Booking không hợp lệ"". Bộ đếm Từ chối tăng 1.",High,PENDING
GATE_020,Quét booking đoàn hết hạn — hiện BOOKING LỖI,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn khu vực, Cổng chung.
5. Gõ mã booking đã hết hạn (ngày đến đã qua), nhấn Enter.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Cổng chung.
5. Booking hết hạn.
6. Panel: ⚠️ ""BOOKING LỖI"" nền vàng. Bộ đếm Từ chối tăng 1.",High,PENDING
GATE_021,Quét ô trống — không xảy ra gì,1,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Để ô nhập mã vé trống.
5. Nhấn Enter.
6. Quan sát phản hồi.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Ô mã vé trống.
5. Nhấn Enter.
6. Không có phản hồi, không hiện lỗi, bộ đếm không đổi. Hệ thống bỏ qua.",Low,PENDING
GATE_022,Sau quét thành công — ô mã vé tự xóa trắng sẵn sàng quét tiếp,2,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Quét mã vé hợp lệ ""VE-001"".
6. Quan sát ô nhập mã sau khi quét.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. MỜI VÀO.
6. Ô mã vé tự động xóa trắng, con trỏ vẫn nằm trong ô, sẵn sàng quét vé tiếp theo.",Medium,PENDING
GATE_023,Sau quét thất bại — ô mã vé cũng tự xóa trắng,2,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Quét mã vé sai khu vực hoặc không tồn tại.
5. Quan sát ô nhập mã sau khi quét.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. SAI KHU VỰC hoặc KHÔNG TÌM THẤY.
5. Ô mã vé vẫn tự xóa trắng, con trỏ vẫn focus, sẵn sàng quét tiếp.",Medium,PENDING
GATE_024,Panel kết quả tự quay về trạng thái chờ sau 5 giây,3,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Quét mã vé hợp lệ. Quan sát panel hiện ""MỜI VÀO"".
6. Đợi khoảng 5 giây, không thao tác gì.
7. Quan sát trạng thái panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Panel: ✅ MỜI VÀO nền xanh.
6. Chờ 5 giây.
7. Panel tự quay về trạng thái ""SẴN SÀNG"" (hoặc reset màu trung tính). Không cần nhân viên thao tác gì.",Medium,PENDING
GATE_025,Viền chớp (flash border) khi quét hợp lệ — chớp xanh,2,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Quét mã vé hợp lệ.
5. Quan sát viền panel kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. MỜI VÀO.
5. Viền panel chớp sáng màu xanh (flash animation) để nhân viên nhìn từ xa cũng nhận biết.",Low,PENDING
GATE_026,Viền chớp khi quét thất bại — chớp đỏ,2,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Quét mã vé sai khu vực hoặc hết lượt.
5. Quan sát viền panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. SAI KHU VỰC hoặc TỪ CHỐI.
5. Viền panel chớp sáng màu đỏ.",Low,PENDING
GATE_027,Lịch sử quét hiển thị đúng thông tin,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Quét 3 vé: 1 hợp lệ, 1 sai khu, 1 không tìm thấy.
6. Quan sát bảng lịch sử quét.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Quét 3 vé xong.
6. Lịch sử hiện 3 dòng (mới nhất ở trên cùng): Giờ quét | Mã vé | Kết quả (✅/⛔/❓). Mỗi dòng hiển thị đúng trạng thái tương ứng.",High,PENDING
GATE_028,Lịch sử quét tối đa 50 dòng — dòng cũ bị đẩy ra,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Quét liên tiếp 55 vé (tạo dữ liệu test hoặc quét lặp lại).
6. Đếm số dòng trong lịch sử quét.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Quét 55 lần.
6. Lịch sử chỉ giữ tối đa 50 dòng gần nhất. 5 dòng cũ nhất đã bị đẩy ra. Dòng mới nhất ở trên cùng.",Medium,PENDING
GATE_029,Quét vé có 1 lượt — quét lần 1 hợp lệ — quét lần 2 hết lượt,5,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Chuẩn bị vé VE-ONCE có đúng 1 lượt.
6. Quét ""VE-ONCE"" lần 1, quan sát.
7. Quét ""VE-ONCE"" lần 2, quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Vé có 1 lượt.
6. Lần 1: ✅ MỜI VÀO. Lượt còn: 0.
7. Lần 2: 🚫 TỪ CHỐI — hết lượt. Lượt = 0, không trừ thêm.",Critical,PENDING
GATE_030,Đổi khu vực giữa chừng — vé hợp lệ lúc trước giờ sai khu,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, quét vé thuộc Khu A → MỜI VÀO.
5. Đổi dropdown sang Khu B.
6. Quét lại cùng loại vé thuộc Khu A.
7. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Khu A: quét OK.
5. Đổi sang Khu B.
6. Quét vé thuộc Khu A tại Khu B.
7. SAI KHU VỰC. Lượt KHÔNG trừ.",High,PENDING
GATE_031,Đổi trò chơi giữa chừng — cập nhật dropdown đúng,2,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A. Dropdown Trò chơi hiện danh sách trò Khu A.
5. Đổi sang Khu B.
6. Quan sát dropdown Trò chơi.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Danh sách trò chơi thuộc Khu A.
5. Đổi khu vực.
6. Dropdown Trò chơi tự cập nhật danh sách trò thuộc Khu B (trò Khu A biến mất). Vẫn có ""Cổng chung"" ở đầu.",High,PENDING
GATE_032,Bật camera webcam — hiện hình trực tiếp,3,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Đảm bảo có camera webcam kết nối vào máy.
5. Nhấn nút ""Bật Camera"".
6. Quan sát khu vực hiển thị camera.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Camera đã kết nối.
5. Nhấn bật camera.
6. Hình ảnh trực tiếp (live) từ webcam hiện trong ô hình trên màn hình. Hệ thống sẵn sàng quét QR/Barcode tự động.",Medium,PENDING
GATE_033,Camera tự nhận diện QR — quét và xử lý bình thường,5,E2E,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung. Bật camera.
5. Đưa vé có mã QR hợp lệ (thuộc Khu A, còn lượt) trước camera.
6. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Camera bật, hiện hình trực tiếp.
5. Camera nhận diện mã QR trên vé.
6. Panel: ✅ MỜI VÀO. Có tiếng beep thành công. Lượt trừ 1. Bộ đếm tăng. Lịch sử cập nhật.",High,PENDING
GATE_034,Tắt camera — ô hình ẩn đi,2,UI,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Bật camera (đang hiện hình trực tiếp).
5. Nhấn nút ""Tắt Camera"".
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Camera đang hiện hình.
5. Nhấn tắt camera.
6. Camera ngừng hoạt động. Ô hình ẩn đi hoặc hiện màu xám. Hệ thống không còn quét QR tự động.",Medium,PENDING
GATE_035,Bật camera khi không có webcam — hiện cảnh báo,2,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Đảm bảo KHÔNG có camera webcam kết nối.
5. Nhấn nút ""Bật Camera"".
6. Quan sát phản hồi.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Không có camera.
5. Nhấn bật camera.
6. Hiện cảnh báo hoặc thông báo lỗi: ""Không tìm thấy camera"" hoặc tương tự. Không treo, không crash.",Medium,PENDING
GATE_036,Quét bằng đầu đọc barcode USB — xử lý bình thường,3,E2E,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Kết nối đầu đọc barcode USB vào máy.
5. Chọn Khu A, Cổng chung.
6. Dùng đầu đọc quét vé giấy có barcode hợp lệ thuộc Khu A.
7. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Đầu đọc kết nối.
5. Chọn xong.
6. Đầu đọc gửi mã vào ô nhập + tự nhấn Enter.
7. Hệ thống xử lý quét: ✅ MỜI VÀO (nếu hợp lệ). Ô mã tự xóa. Con trỏ sẵn sàng quét tiếp.",High,PENDING
GATE_037,Quét từ file ảnh — xử lý bình thường,3,Logic,Kiểm soát vé,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Nhấn nút ""Quét từ ảnh"" (nếu có).
6. Chọn file ảnh QR/Barcode hợp lệ từ máy tính.
7. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Mở hộp thoại chọn file.
6. Chọn ảnh QR.
7. Hệ thống đọc mã từ ảnh, xử lý quét bình thường: MỜI VÀO hoặc SAI KHU VỰC hoặc KHÔNG TÌM THẤY…",Medium,PENDING
