TC ID,Title,Est. (mins),Test Type,Area,Procedure / Steps,Expected Results,Priority,RESULT
RT_015,Tab Nhận Trả — quẹt RFID khách — hiện đồ đang thuê,3,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chuyển sang tab ""Nhận Trả"".
5. Quẹt thẻ RFID khách đã thuê 3 phao bơi.
6. Quan sát bảng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Tab Nhận Trả.
5. Quẹt RFID.
6. Bảng hiện: ""Phao bơi | Đang thuê: 3 | Khách trả: [  ] | Báo mất: [  ]"". Các ô ""Khách trả"" và ""Báo mất"" cho phép nhập số.",Critical,PENDING
RT_016,Tab Nhận Trả — quét mã biên lai — hiện đồ đang thuê,3,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chuyển sang tab ""Nhận Trả"".
5. Gõ mã biên lai ""DT260401143022ABCD"" (khách vãng lai), nhấn Enter.
6. Quan sát bảng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Tab Nhận Trả.
5. Nhập mã biên lai.
6. Bảng hiện danh sách đồ thuê của đơn này. Ghi chú: ""Khách vãng lai — Hoàn cọc bằng TIỀN MẶT"".",High,PENDING
RT_017,Nhận trả đủ — hoàn cọc về ví RFID,5,E2E,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách đã thuê 3 phao (cọc 200K/cái = 600K).
5. Nhập cột ""Khách trả"" = 3, ""Báo mất"" = 0.
6. Nhấn ""Xác Nhận Trả"".
7. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng hiện 3 phao.
5. Trả = 3, Mất = 0.
6. Nhấn xác nhận.
7. Hoàn cọc 600.000đ vào ví RFID khách. Trạng thái chuyển ""Đã hoàn"". Danh sách tự tải lại (không còn phao).",Critical,PENDING
RT_018,Nhận trả đủ khách vãng lai — hoàn cọc tiền mặt,5,E2E,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quét biên lai khách vãng lai (thuê 1 tủ, cọc 100K).
5. Nhập Trả = 1, Mất = 0.
6. Nhấn Xác Nhận Trả.
7. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng hiện 1 tủ.
5. Trả = 1.
6. Xác nhận.
7. Hoàn cọc 100.000đ bằng tiền mặt (hiện thông báo ""Hoàn cọc tiền mặt: 100.000đ""). Trạng thái ""Đã hoàn"".",High,PENDING
RT_019,Báo mất đồ — popup hỏi tiền đền bù,5,E2E,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao (cọc 200K/cái).
5. Nhập Trả = 2, Mất = 1.
6. Nhấn Xác Nhận Trả.
7. Quan sát popup.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: 3 phao.
5. Trả 2, mất 1.
6. Nhấn xác nhận.
7. Popup: ""Khách báo mất 1 cái Phao bơi. Tiền cọc: 200.000đ. Nhập tiền đền bù:"" (gợi ý mặc định = tiền cọc 200K). Có ô nhập số tiền phạt.",Critical,PENDING
RT_020,Báo mất — nhập tiền phạt — hoàn cọc OK + thu phạt mất,5,E2E,Thuê đồ,"1. Tiếp tục từ RT_019.
2. Popup hỏi tiền đền bù. Nhập 200.000đ (= tiền cọc).
3. Nhấn xác nhận popup.
4. Quan sát kết quả.","1. Popup.
2. Nhập 200.000đ.
3. Xác nhận.
4. Xử lý: 2 phao trả → hoàn cọc 2×200K = 400.000đ. 1 phao mất → giữ cọc 200K + thu thêm phạt 200K. Tổng: hoàn ví 400K, giữ 200K cọc, thu thêm 200K phạt. Trạng thái cập nhật. Bảng tải lại.",Critical,PENDING
RT_021,Trả + Mất vượt quá Đang thuê — hiện lỗi,3,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao.
5. Nhập Trả = 2, Mất = 2 (tổng 4 > 3).
6. Nhấn Xác Nhận Trả.
7. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: 3 phao.
5. Trả + Mất = 4 > 3.
6. Nhấn xác nhận.
7. Hộp thoại lỗi: ""Phao bơi: Số lượng trả/mất (4) vượt quá số đang thuê (3)"". Không xử lý. Bảng giữ nguyên.",Critical,PENDING
RT_022,Trả từng phần — trả 2/3 phao — phần còn lại giữ trạng thái Chưa trả,3,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao.
5. Nhập Trả = 2, Mất = 0.
6. Nhấn Xác Nhận Trả.
7. Đợi bảng tải lại. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: 3 phao.
5. Trả 2.
6. Xác nhận.
7. Hoàn cọc 2×200K = 400K. Bảng tải lại còn: ""Phao bơi | Đang thuê: 1"". Phần chưa trả giữ nguyên trạng thái.",High,PENDING
RT_023,Phím F12 — Trả đủ nhanh tất cả,3,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao + 1 tủ.
5. Nhấn phím F12.
6. Quan sát cột Khách trả và Báo mất.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: Phao 3, Tủ 1.
5. Nhấn F12.
6. Tất cả cột ""Khách trả"" tự động điền = SL đang thuê (Phao = 3, Tủ = 1). Báo mất = 0. Nhân viên chỉ cần nhấn ""Xác Nhận Trả"".",High,PENDING
RT_024,F12 rồi Xác nhận — hoàn cọc toàn bộ,5,E2E,Thuê đồ,"1. Tiếp tục từ RT_023.
2. Nhấn ""Xác Nhận Trả"".
3. Quan sát.","1. F12 đã điền trả đủ.
2. Nhấn xác nhận.
3. Hoàn cọc toàn bộ (3×200K + 100K = 700K). Tất cả chuyển ""Đã hoàn"". Bảng tải lại trống (không còn đồ chưa trả).",High,PENDING
RT_025,Trả = 0 và Mất = 0 cho tất cả — xác nhận không có gì xảy ra,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID.
5. Để Trả = 0, Mất = 0 cho mọi dòng.
6. Nhấn Xác Nhận Trả.
7. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng hiện đồ đang thuê.
5. Trả = 0, Mất = 0.
6. Nhấn xác nhận.
7. Hiện cảnh báo ""Không có gì để trả/báo mất"" hoặc bỏ qua. Trạng thái không đổi.",Low,PENDING
RT_026,Quẹt RFID không tìm thấy khách — báo lỗi,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt thẻ RFID không có trong hệ thống.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Quẹt RFID lạ.
5. Hiện ""Không tìm thấy khách hàng"" hoặc ""Khách này không có đồ đang thuê"". Bảng trống.",High,PENDING
RT_027,Quét mã biên lai không tồn tại — báo lỗi,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Gõ mã biên lai lạ ""DT-KHONGTONTAI"", nhấn Enter.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Gõ mã lạ.
5. Hiện ""Không tìm thấy đơn hàng thuê"". Bảng trống.",High,PENDING
RT_028,Quẹt RFID khách không có đồ đang thuê — bảng trống,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách có tên nhưng không có đơn thuê nào.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Quẹt RFID.
5. Nhận diện KH nhưng không có đồ thuê chưa trả. Bảng trống hoặc hiện ""Không có đồ đang thuê"".",Medium,PENDING
RT_029,Mất số âm — bị chặn,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao.
5. Nhập Mất = -1.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: 3 phao.
5. Nhập -1.
6. Ô không cho nhập số âm (SpinEdit min = 0) hoặc hiện lỗi.",Low,PENDING
RT_030,Trả số âm — bị chặn,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID.
5. Nhập Trả = -1.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng.
5. Nhập -1.
6. Ô không cho nhập số âm.",Low,PENDING
RT_031,Nhiều sản phẩm — báo mất 1 trong 2 loại — chỉ popup cho sp mất,5,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 2 phao + 1 tủ.
5. Nhập: Phao → Trả=1, Mất=1. Tủ → Trả=1, Mất=0.
6. Nhấn Xác Nhận Trả.
7. Quan sát popup.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: Phao 2, Tủ 1.
5. Phao: trả 1, mất 1. Tủ: trả 1, mất 0.
6. Xác nhận.
7. Popup chỉ hỏi phạt cho Phao mất (1 cái). Tủ trả đủ → hoàn cọc tủ. Xử lý đúng cho từng loại riêng.",High,PENDING
RT_032,Tab Giám sát — hiện danh sách phiên thuê chưa hoàn,3,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chuyển sang tab ""Giám sát"".
5. Nhấn nút ""Xem chưa trả"" (hoặc bảng tự hiện).
6. Quan sát bảng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Tab Giám sát.
5. Bảng tải danh sách.
6. Hiện các phiên thuê chưa hoàn trong ngày, nhóm theo mã biên lai + tên khách. Mỗi dòng có: mã, tên KH, số món chưa về.",High,PENDING
RT_033,Tab Giám sát — nhấp đúp vào dòng — chuyển sang tab Nhận Trả,3,UI,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Giám sát. Có ít nhất 1 phiên chưa trả.
5. Nhấp đúp vào dòng phiên đó.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Tab Giám sát có dữ liệu.
5. Nhấp đúp.
6. Tự động chuyển sang tab ""Nhận Trả"" và tải sẵn đơn thuê đó (bảng hiện đồ đang mượn). Nhân viên chỉ cần nhập số trả.",High,PENDING
RT_034,Tab Giám sát hiện đúng tổng phiên chờ + tổng món,2,UI,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Giám sát.
5. Quan sát thông tin tổng hợp.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Tab Giám sát.
5. Hiện nhãn tổng hợp: ""Đang có X phiên chờ (Y món chưa về)"". VD: ""Đang có 5 phiên chờ (12 món chưa về)"".",Medium,PENDING
RT_035,Sửa SL trong giỏ cho thuê — tổng tiền cập nhật,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Cho thuê. Thêm Phao bơi (SL=1).
5. Sửa SL = 5.
6. Quan sát tổng tiền.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Phao SL=1.
5. SL = 5.
6. Thuê = 5×50K = 250K. Cọc = 5×200K = 1.000K. TỔNG = 1.250.000đ. Cập nhật đúng.",Medium,PENDING
RT_036,Xóa dòng trong giỏ cho thuê — tổng giảm,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Cho thuê. Thêm 2 SP: Phao + Tủ.
5. Xóa dòng Phao.
6. Quan sát tổng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Giỏ: 2 dòng.
5. Xóa Phao.
6. Giỏ: 1 dòng (Tủ). Tổng chỉ tính Tủ.",Medium,PENDING
RT_037,Đổi trạm — danh sách SP cập nhật theo trạm mới,2,Logic,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chọn trạm A — hiện SP trạm A.
5. Đổi sang trạm B.
6. Quan sát danh sách SP.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. SP trạm A.
5. Đổi trạm B.
6. Danh sách cập nhật: hiện SP thuộc trạm B. SP trạm A biến mất.",High,PENDING
RT_038,Phải có nhân viên đăng nhập — nếu session mất phải restart,3,Security,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Giả lập session mất (nếu có thể).
5. Thử thanh toán.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Session mất.
5. Thử thanh toán.
6. Hệ thống phát hiện không có nhân viên → buộc khởi động lại hoặc hiện lỗi session.",Medium,PENDING
RT_039,Không có quyền — màn hình bị khóa,2,Security,Thuê đồ,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản không có quyền thuê đồ.
3. Nhấn menu ""Thuê đồ"".
4. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Menu bị ẩn hoặc disabled, hoặc hiện ""Không có quyền"".
4. Không thể cho thuê hoặc nhận trả.",High,PENDING
