Defect ID,Title,Screen,Pre-condition,Steps,Test Data,Expected Results,Actual Results,Priority,Severity,Date,Owner,TC ID,Build,System,Assign To,Status
DEF_POS_011,Nhấn Escape khi giỏ trống — vẫn hiện hộp thoại hủy,Màn hình Bán hàng,Đăng nhập thành công. Giỏ hàng trống.,"1. Mở phần mềm.
2. Đăng nhập ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Không thêm gì vào giỏ trống.
5. Nhấn phím Escape.
6. Quan sát phản hồi.",Giỏ hàng trống,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Bán hàng hiển thị.
4. Giỏ trống.
5. Nhấn Escape.
6. KHÔNG hiện hộp thoại xác nhận (vì giỏ trống không có gì để hủy). Màn hình giữ nguyên.",Hệ thống vẫn hiện hộp thoại xác nhận hủy dù giỏ trống. Gây nhầm lẫn cho nhân viên.,Low,Minor,2026-04-10,QA_NhiNT,POS_072,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_POS_012,Tiền khách đưa thiếu — nút thanh toán vẫn bấm được,Màn hình Bán hàng,Đăng nhập thành công. Giỏ có Vé Người lớn 200.000đ.,"1. Mở phần mềm.
2. Đăng nhập ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Vé Người lớn"" (giá 200.000đ).
5. Gõ ""50000"" vào ô tiền khách đưa.
6. Nhấn nút thanh toán tiền mặt.
7. Quan sát.",Vé 200K. Tiền đưa 50K,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Bán hàng hiển thị.
4. Giỏ: Vé 200.000đ.
5. Tiền khách đưa = 50.000.
6. Nhãn hiện: ""CÒN THIẾU: 150.000 đ"" (màu đỏ). Nút thanh toán bị khóa.",Nút thanh toán vẫn bấm được. Hệ thống tạo đơn với tiền khách đưa chỉ 50K cho đơn 200K. Thiếu 150K.,High,Major,2026-04-10,QA_NhiNT,POS_060,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_001,Bộ đếm không reset khi đổi khu vực,Màn hình Kiểm soát vé,Đăng nhập thành công. Đang ở Khu A. Đã quét 5 vé (Hợp lệ: 3 / Từ chối: 2).,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A. Quét 3 vé hợp lệ + 2 vé từ chối.
5. Đổi dropdown sang Khu B.
6. Quan sát bộ đếm.",Đổi từ Khu A sang Khu B,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Bộ đếm: Hợp lệ = 3 Từ chối = 2 Tổng = 5.
5. Đổi sang Khu B.
6. Bộ đếm vẫn giữ giá trị cũ (Hợp lệ = 3) không reset về 0.",Bộ đếm hiện 0 / 0 / 0 ngay khi đổi khu. Mất dữ liệu thống kê của phiên làm việc.,Medium,Minor,2026-04-10,QA_NhiNT,GATE_061,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_002,Quét vé hết lượt — lượt vẫn bị trừ thêm,Màn hình Kiểm soát vé,Đăng nhập thành công. Vé có 1 lượt duy nhất.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Quét ""VE-ONCE"" lần 1.
6. Quét ""VE-ONCE"" lần 2.
7. Quan sát.",VE-ONCE có 1 lượt,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Lần 1: MỜI VÀO. Lượt còn: 0.
6. Lần 2: TỪ CHỐI — hết lượt. Lượt vẫn = 0 không trừ thêm.",Lần 2 vẫn hiện MỜI VÀO và trừ lượt xuống -1. Vé bị âm lượt.,Critical,Critical,2026-04-10,QA_NhiNT,GATE_029,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_003,Quét vé sai khu vực — lượt bị trừ oan,Màn hình Kiểm soát vé,Đăng nhập thành công. Đang gác Khu A. Vé VE-002 thuộc Khu B có 3 lượt.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A.
5. Ghi nhận lượt vé VE-002 (thuộc Khu B) = 3.
6. Quét ""VE-002"" tại Khu A.
7. Kiểm tra lượt vé sau quét.",VE-002 thuộc Khu B. Lượt = 3,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Khu A.
5. Lượt trước = 3.
6. SAI KHU VỰC.
7. Lượt vẫn = 3 (KHÔNG bị trừ vì quét không hợp lệ).",Lượt bị trừ còn 2. Hệ thống trừ lượt trước khi kiểm tra khu vực.,Critical,Critical,2026-04-10,QA_NhiNT,GATE_012,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_004,Dropdown trò chơi không cập nhật khi đổi khu vực,Màn hình Kiểm soát vé,Đăng nhập thành công. Khu A có: Tàu Lượn và Đu Quay. Khu B có: Nhà Ma.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A. Dropdown Trò chơi hiện Tàu Lượn và Đu Quay.
5. Đổi sang Khu B.
6. Quan sát dropdown Trò chơi.",Đổi Khu A sang Khu B,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Danh sách trò chơi thuộc Khu A.
5. Đổi khu vực.
6. Dropdown Trò chơi tự cập nhật danh sách thuộc Khu B. Trò Khu A biến mất.",Danh sách trò chơi giữ nguyên của Khu A (Tàu Lượn và Đu Quay) kèm thêm trò Khu B (Nhà Ma). Bị trùng và nhầm khu.,Medium,Major,2026-04-10,QA_NhiNT,GATE_031,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_005,Thẻ thông tin hiện lượt trước khi trừ — sai số liệu,Màn hình Kiểm soát vé,Đăng nhập thành công. Vé có 3 lượt.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Quét mã vé hợp lệ (3 lượt).
6. Quan sát thẻ thông tin vé.",Vé có 3 lượt,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Chọn xong.
5. MỜI VÀO.
6. Thẻ thông tin hiện: Lượt còn: 2 (đã trừ 1).",Thẻ thông tin hiện Lượt còn lại: 3 (hiện số trước khi trừ). Hiển thị lệch so với thực tế.,Medium,Major,2026-04-10,QA_NhiNT,GATE_042,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_006,Panel kết quả không tự reset sau 5 giây,Màn hình Kiểm soát vé,Đăng nhập thành công. Vừa quét 1 vé hợp lệ.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Quét mã vé hợp lệ. Panel hiện MỜI VÀO.
6. Đợi 5 giây không thao tác gì.
7. Quan sát trạng thái panel.",Vé hợp lệ. Đợi 5 giây,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Chọn xong.
5. Panel: MỜI VÀO nền xanh.
6. Chờ 5 giây.
7. Panel tự quay về trạng thái SẴN SÀNG.",Panel vẫn giữ trạng thái MỜI VÀO sau 5 giây. Không tự quay về. Nhân viên bị nhầm khi nhìn từ xa.,Low,Minor,2026-04-11,QA_NhiNT,GATE_024,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_007,Quét mã có ký tự đặc biệt — ứng dụng bị dừng,Màn hình Kiểm soát vé,Đăng nhập thành công. Form đang ở trạng thái sẵn sàng.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Gõ ""!@#$%^&*()"" vào ô mã vé nhấn Enter.
5. Quan sát phản hồi.",Gõ ký tự đặc biệt,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Gõ ký tự đặc biệt.
5. Panel: KHÔNG TÌM THẤY. Không lỗi. Hệ thống xử lý an toàn.",Hệ thống bị dừng hoạt động khi gõ ký tự đặc biệt. Phải đóng và mở lại ứng dụng.,Medium,Major,2026-04-11,QA_NhiNT,GATE_049,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_008,Quét booking đoàn chưa xác nhận — vẫn cho vào,Màn hình Kiểm soát vé,Đăng nhập thành công. Booking chưa được xác nhận tại Lễ tân.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn khu vực và Cổng chung.
5. Gõ mã booking đoàn chưa được xác nhận tại Lễ tân.
6. Quan sát kết quả.",Booking chưa xác nhận,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Cổng chung.
5. Booking chưa xác nhận.
6. Hệ thống kiểm tra trạng thái booking và báo BOOKING LỖI.",Hệ thống cho vào bình thường dù booking chưa xác nhận. Khách vào cổng mà chưa làm thủ tục.,High,Major,2026-04-11,QA_NhiNT,GATE_057,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_009,Lịch sử quét không giới hạn 50 dòng — bộ nhớ tăng dần,Màn hình Kiểm soát vé,Đăng nhập thành công. Cổng hoạt động liên tục.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Quét liên tiếp 55 vé.
6. Đếm số dòng trong lịch sử quét.",Quét 55 vé liên tục,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Chọn xong.
5. Quét 55 lần.
6. Lịch sử chỉ giữ tối đa 50 dòng gần nhất. 5 dòng cũ nhất đã bị đẩy ra.",Lịch sử chứa tất cả 55 dòng. Cuộn trang chậm. Bộ nhớ tăng dần. Không tự xóa dòng cũ.,Medium,Minor,2026-04-11,QA_NhiNT,GATE_028,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_010,Ô nhập mã mất con trỏ khi click ra ngoài,Màn hình Kiểm soát vé,Đăng nhập thành công. Form đang ở trạng thái sẵn sàng.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Click chuột ra ngoài ô nhập mã.
6. Gõ bàn phím.
7. Quan sát.",Click vùng khác,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Chọn xong.
5. Click vùng khác.
6. Gõ bàn phím.
7. Ký tự vẫn nhập vào ô mã vé (ô tự động giữ con trỏ).",Click vùng khác thì ô nhập mã mất con trỏ. Gõ bàn phím không nhập vào ô. Phải click lại vào ô mới quét được.,Medium,Minor,2026-04-10,QA_NhiNT,GATE_005,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_001,Tìm đoàn bằng SĐT — không tìm được,Màn hình Xuất vé đoàn,Đăng nhập thành công. Đoàn có SĐT liên hệ = 0901234567.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ SĐT ""0901234567"" vào ô tìm kiếm.
5. Nhấn nút Tìm.
6. Quan sát panel thông tin.",SĐT: 0901234567,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ SĐT.
5. Tìm thấy booking gắn với SĐT này.
6. Panel hiện thông tin đoàn tương ứng.",Không tìm thấy. Hệ thống chỉ tìm theo mã booking. SĐT không được hỗ trợ tìm kiếm.,Medium,Major,2026-04-10,QA_NhiNT,BK_006,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_002,Booking ngày đến hôm qua — vẫn hiện hợp lệ,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking có ngày đến = ngày hôm qua.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking có ngày đến = ngày hôm qua.
5. Quan sát nhãn trạng thái và nút Xuất Vé.",Booking ngày đến = hôm qua,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm thấy.
5. Nhãn báo: Booking đã HẾT HẠN. Nút Xuất Vé bị khóa.",Nhãn xanh báo Booking hợp lệ. Nút Xuất Vé vẫn nhấn được. Hệ thống so sánh ngày bị sai.,High,Major,2026-04-10,QA_NhiNT,BK_073,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_003,Nút Xuất Vé nhấn được khi chưa tìm booking,Màn hình Xuất vé đoàn,Đăng nhập thành công. Mới mở form. Chưa tìm booking nào.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Không tìm booking (chưa nhập gì).
5. Nhấn nút Xuất Vé.
6. Quan sát.",Mới mở form. Chưa tìm,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Chưa tìm.
5. Nút Xuất Vé bị khóa (xám) không bấm được.",Nút Xuất Vé nhấn được bình thường. Khi nhấn ứng dụng bị văng do không có dữ liệu đoàn.,Critical,Critical,2026-04-10,QA_NhiNT,BK_003,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_004,Xác nhận xong — form không tự reset,Màn hình Xuất vé đoàn,Đăng nhập thành công. Vừa xác nhận 1 đoàn thành công.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ. Nhấn Xuất Vé. Nhấn Có.
5. Quan sát form sau khi xác nhận.",Vừa xác nhận thành công,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Xác nhận thành công.
5. Ô tìm kiếm trống. Panel thông tin trống. Nút Xuất Vé khóa lại. Sẵn sàng nhận đoàn tiếp.",Panel vẫn hiện thông tin đoàn cũ. Nút Xuất Vé vẫn nhấn được. Nhấn lại thì ứng dụng bị văng.,Medium,Major,2026-04-11,QA_NhiNT,BK_031,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_005,Tìm booking có khoảng trắng đầu cuối — không tìm thấy,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking mã BK-20260401-001 tồn tại.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ "" BK-20260401-001 "" (có khoảng trắng đầu cuối) nhấn Tìm.
5. Quan sát.",Chuỗi có khoảng trắng đầu cuối,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Gõ mã có khoảng trắng.
5. Hệ thống tự xóa khoảng trắng rồi tìm. Tìm thấy booking.",Không tìm thấy. Hệ thống so sánh nguyên chuỗi chưa xóa khoảng trắng. Phải gõ chính xác không có dấu cách.,Low,Minor,2026-04-11,QA_NhiNT,BK_069,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_006,Popup kết quả bị trống dòng chiết khấu khi CK = 0%,Màn hình Xuất vé đoàn,Đăng nhập thành công. Đoàn có chiết khấu = 0%.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ (CK 0%).
5. Xuất Vé. Nhấn Có.
6. Đọc popup kết quả.",Đoàn CK = 0%,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Tìm thấy.
5. Xác nhận thành công.
6. Popup: Thành công. Đoàn: [tên]. Số người: [X]. Chiết khấu: 0.0%.",Popup kết quả hiện dòng Chiết khấu bị trống khi giá trị = 0. Nhân viên không biết là 0% hay lỗi hiển thị.,Low,Minor,2026-04-11,QA_NhiNT,BK_048,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_007,Trường Combo bị trống khi booking không có combo,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking không chọn gói combo.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking không có combo.
5. Quan sát trường Combo trên panel.",Booking không có combo,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Tìm thấy.
5. Trường Combo hiện ""(Chưa chọn gói)"".",Trường Combo bị trống hoàn toàn. Nhân viên không biết là chưa chọn hay bị lỗi hiển thị.,Low,Minor,2026-04-11,QA_NhiNT,BK_056,v3.1.0,WinForms C#,DEV_NhiNT,Open
