TC ID,Title,Est. (mins),Test Type,Area,Procedure / Steps,Expected Results,Priority,RESULT
"POS_111","[TICH HOP] Ban SP bang Vi RFID — qua form KH kiem tra so du vi giam","7","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH co vi RFID (VD: ""KH001""). Ghi nho ""So du kha dung"" (VD: 500.000d).
4. Menu ""Ban hang"", tim KH ""KH001"".
5. Double-click ""Com phan"" (22.500d).
6. Nhan F10 (Thanh toan Vi RFID), xac nhan ""Co"".
7. Menu ""Khach Hang"", tim KH001.
8. Kiem tra so du vi va Tab ""Giao dich"".","1-2. OK.
3. So du = 500.000d.
4-5. Gio: Com phan 22.500d.
6. Thanh toan bang vi RFID OK.
7-8. So du vi = 500.000 - 22.500 = 477.500d. Tab Giao dich hien 2 dong moi: 1 dong ""Giao dich vi"" (tru tien) va 1 dong ""Giao dich thuong"" (hoa don). Tong tien tru = 22.500d.","Critical","PENDING"
"POS_112","[TICH HOP] Ban SP bang Vi RFID — vi khong du tien — bi chan","5","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH co vi RFID so du = 10.000d (VD: ""KH_IT"" — KH test).
4. Menu ""Ban hang"", tim KH do.
5. Double-click ""Ve Nguoi lon"" (200.000d).
6. Nhan F10 (Vi RFID), xac nhan ""Co"".
7. Quan sat phan hoi.","1-2. OK.
3. So du vi = 10.000d.
4-5. Gio: Ve 200.000d.
6-7. Hop thoai loi: ""Khong du so du"" hoac tuong tu. KHONG tru tien. KHONG tao don hang. Gio hang giu nguyen. So du vi van = 10.000d.","Critical","PENDING"
"POS_113","[TICH HOP] Ban Thung roi qua The Kho — xem dong xuat dung","7","Integration","POS -> TheKho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"", chon kho ""Kho trung tam"".
4. Click vao dong ""Nuoc ngot lon"" trong luoi ton kho.
5. Quan sat panel The Kho ben phai (hoac split panel). Ghi nho dong cuoi cung.
6. Menu ""Ban hang"".
7. Ban ""Nuoc ngot lon"" dang Thung SL=1 (1 Thung = 24 lon), thanh toan OK.
8. Quay lai menu ""Kho Hang"", click lai dong ""Nuoc ngot lon"".
9. Quan sat The Kho — dong moi nhat.","1-2. OK.
3-5. The Kho hien cac dong lich su nhap/xuat. Ghi nho dong cuoi.
6-7. Thanh toan Thung OK.
8-9. The Kho hien dong moi: Loai = ""Xuat"", So luong Xuat = 24 (da quy doi ve don vi co ban lon, khong phai 1 Thung). Ton Cuoi giam dung 24 don vi. So Chung Tu = ma don hang vua ban.","High","PENDING"
"POS_114","[TICH HOP] Ban Ve roi qua The Kho — KHONG co dong xuat","5","Integration","POS -> TheKho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"", chon kho.
4. Click dong bat ky trong luoi, quan sat The Kho.
5. Ghi nho so dong The Kho.
6. Menu ""Ban hang"". Ban 1 Ve bat ky, thanh toan OK.
7. Menu ""Kho Hang"", click lai SP do.
8. Kiem tra The Kho.","1-2. OK.
3-5. Ghi nho so dong.
6. Ban ve OK.
7-8. The Kho KHONG co dong moi nao. Vi ve la hang phi vat ly, khong anh huong den so kho.","Medium","PENDING"
"POS_115","[TICH HOP] Ban SP roi qua form Phieu Nhap Xuat — kiem tra phieu xuat tu dong","7","Integration","POS -> PhieuXuat","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Ban hang"". Ban ""Nuoc ngot lon"" SL=5, thanh toan tien mat OK. Ghi nho ma don hang (hien tren hoa don).
4. Menu thanh dieu huong, tim muc ""Phieu Nhap/Xuat"" (hoac ""Lich su phieu kho"").
5. Chuyen sang che do ""Phieu Xuat"" (nhan nut Toggle Mode).
6. Tim phieu xuat moi nhat.
7. Click vao phieu do, quan sat chi tiet.","1-2. OK.
3. Ban 5 lon nuoc OK.
4-5. Form Phieu Nhap/Xuat hien thi. Chuyen sang Phieu Xuat.
6-7. Phieu xuat moi nhat hien dau tien (sap xep theo ngay giam dan). Chi tiet phieu xuat gom: IdSanPham = Nuoc ngot lon, SoLuong = 5.
LUU Y: Neu he thong khong tu dong tao phieu xuat khi ban POS thi day la loi can bao cho dev.","Medium","PENDING"
"POS_116","[TICH HOP] Ban toan bo ton con lai — kho ve 0 — KH toi mua tiep bi chan","7","Integration","POS -> POS","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"". Tim SP co ton kho thap (VD: ""Mi/Pho"" ton = 3).
4. Menu ""Ban hang"". Ban ""Mi/Pho"" SL=3, thanh toan OK.
5. Tiep tuc o man hinh Ban hang. Double-click ""Mi/Pho"" lan nua.
6. Quan sat phan hoi.","1-2. OK.
3. Ton Mi/Pho = 3.
4. Ban 3 cai, thanh toan OK. Kho ve 0.
5. Double-click ""Mi/Pho"".
6. Hop thoai canh bao: ""San pham 'Mi/Pho' chi con ton 0!"". Gio hang KHONG them. He thong chan chinh xac khi ton = 0 sau khi ban.","Critical","PENDING"
"POS_117","[TICH HOP] Nhap kho roi quay lai POS — ban duoc SP vua nhap","7","Integration","NhapKho -> POS","1. Mo phan mem.
2. Dang nhap ""admin"" / ""admin"" (tai khoan co quyen nhap kho).
3. Menu ""Kho Hang"", nhan nut ""Nhap Kho"" (F2).
4. Form Tao Phieu Nhap mo. Chon kho ""Kho trung tam"".
5. Them dong: chon SP ""Kem/Da bao"" (SP dang het hang ton = 0). SL = 50, Don gia = 10.000d.
6. Nhan ""Luu Phieu"". Hop thoai ""Nhap kho thanh cong!"" hien.
7. Dong form Nhap Kho. Quan sat luoi ton kho — ""Kem/Da bao"" ton = 50.
8. Menu ""Ban hang"". Double-click ""Kem/Da bao"".
9. Quan sat gio hang.","1-2. OK.
3-6. Nhap kho 50 cai Kem thanh cong.
7. Ton kho = 50.
8-9. ""Kem/Da bao"" them vao gio hang thanh cong, SL=1. KHONG bi canh bao het hang nua (vi ton = 50 > 0). Truoc do neu ton=0 thi bi chan.","High","PENDING"
"POS_118","[TICH HOP] Ban SP voi KM su kien — qua form KH kiem tra diem tinh tren thuc thu","7","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH VIP ""KH001"". Ghi nho diem.
4. Menu ""Ban hang"", tim KH ""KH001"".
5. Ban Ve du dieu kien KM su kien giam 15% (VD: ""He Soi Noi"").
6. Quan sat dong preview: he thong lay muc giam 15% (cao hon VIP 10%).
7. Thanh toan OK.
8. Menu ""Khach Hang"", kiem tra diem KH001.","1-2. OK.
3. KH001 diem cu = X pts.
4-5. POS: Ve tong goc Y dong.
6. Preview hien: giam 15% (KM su kien), thuc thu = Y - 15%*Y.
7. Thanh toan OK. Diem tinh tren SO TIEN THUC THU (sau giam), khong phai tong goc.
8. Diem moi = X + floor(thuc_thu/100000)*2. Day la diem quan trong: diem tinh tren tien khach thuc tra.","High","PENDING"
"POS_119","[TICH HOP] Dung diem KH thanh toan — qua form KH kiem tra diem bi tru","7","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH co nhieu diem (VD: ""KH002"" VVIP diem = 109). Ghi nho.
4. Menu ""Ban hang"", tim KH ""KH002"".
5. Ban 1 Ve 200.000d. Tick checkbox ""Dung diem"" (neu co).
6. Quan sat so diem kha dung hien tren man hinh POS. Toi da 50% don hang = 100.000d -> diem dung = 100 pts (1 pt = 1.000d).
7. Thanh toan OK. Thuc thu = 200.000 - 100.000 = 100.000d.
8. Menu ""Khach Hang"", tim KH002.
9. Kiem tra diem.","1-2. OK.
3. KH002 diem = 109 pts.
4-6. POS: Dung diem, kha dung = min(109, floor(100000/1000)) = min(109,100) = 100 pts. Tru 100.000d.
7. Thanh toan OK.
8-9. Diem moi: Bi tru 100 pts, nhung cong lai diem tich moi tu don nay.
Tab Diem hien 2 dong: 1 dong ""SuDung"" -100 pts va 1 dong ""TichLuy"" +Y pts. Kiem tra: thu tu dong phai dung.","Critical","PENDING"
"POS_120","[TICH HOP] Ban nhieu SP cung kho — tong ton kho giam dung cong don","7","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"". Ghi nho ton: ""Nuoc ngot lon"" = A, ""Com phan"" = B.
4. Menu ""Ban hang"".
5. Them ""Nuoc ngot lon"" SL=5. Them ""Com phan"" SL=3.
6. Thanh toan tien mat OK.
7. Menu ""Kho Hang"".
8. Kiem tra ton 2 SP.","1-2. OK.
3. Ghi nho: Nuoc ngot = A, Com = B.
4-6. Ban 5 nuoc + 3 com, thanh toan OK.
7-8. Nuoc ngot ton = A - 5. Com phan ton = B - 3. Moi SP giam dung so luong da ban. Khong co SP nao bi tru sai hoac tru thua.","High","PENDING"
"POS_121","[TICH HOP] Ban SP roi bam Dong Bo kho — so lieu van dung","5","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Ban hang"". Ban ""Nuoc ngot lon"" SL=2, thanh toan OK.
4. Menu ""Kho Hang"". Ghi nho ton = X.
5. Nhan nut ""Dong Bo"" (F5) tren form Kho Hang.
6. Kiem tra ton sau dong bo.","1-2. OK.
3. Ban 2 lon OK.
4. Ton = X.
5. Hop thoai ""Da dong bo lai Ton Kho voi So The Kho!"" hien.
6. Ton sau dong bo VAN = X. Khong thay doi. Vi dong bo chi tinh lai tu ledger — neu ban dung thi so lieu khong chenh lech.","Medium","PENDING"
"POS_122","[TICH HOP] KH Noi Bo (nhan vien) — KHONG tich diem","5","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH loai ""NoiBo"" (nhan vien). Ghi nho diem.
4. Menu ""Ban hang"", tim KH do.
5. Ban Ve 200.000d, thanh toan OK.
6. Quan sat hop thoai xac nhan — dong tich diem.
7. Menu ""Khach Hang"", kiem tra diem.","1-2. OK.
3. KH NoiBo diem = Y pts.
4-6. Thanh toan OK. Hop thoai KHONG hien dong ""Tich them: +X diem"" vi he so NoiBo = 0.0.
7. Diem van = Y pts, KHONG tang. He thong cam tich diem cho nhan vien.","Medium","PENDING"
"POS_123","[TICH HOP] Ban don lon voi KH Doan — diem nhan he so 0.5","7","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH loai ""Doan"". Ghi nho diem.
4. Menu ""Ban hang"", tim KH Doan.
5. Ban Ve 500.000d (vi du 2.5 ve nguoi lon). Thanh toan OK.
6. Menu ""Khach Hang"", kiem tra diem.","1-2. OK.
3. KH Doan diem = Z pts.
4-5. Thanh toan OK. He so Doan = 0.5 -> Diem = floor(500000/100000)*0.5 = floor(5*0.5) = 2 diem (lam tron xuong).
6. Diem moi = Z + 2.","Low","PENDING"
"POS_124","[TICH HOP] Ban SP roi qua Tab Diem KH — dong lich su hien day du","5","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Ban hang"", tim KH ""KH001"". Ban Ve 200.000d, thanh toan OK.
4. Menu ""Khach Hang"", tim ""KH001"".
5. Mo Tab ""Diem"".
6. Xem dong moi nhat trong luoi lich su diem.","1-2. OK.
3. Thanh toan OK.
4-6. Dong moi nhat gom: Thoi Gian = vua xong (<1 phut truoc), Loai = ""TichLuy"", Khoan = ""+X pts"" (mau xanh la, in dam), Truoc GD = so diem truoc, Sau GD = so diem sau, Ly Do = ""Tich diem DH-..."", Nguoi Xu Ly = ten nhan vien dang nhap.","Medium","PENDING"
"POS_125","[TICH HOP] Ban SP dang Loc (6 chai/Loc) — kho tru dung 6 don vi co ban","7","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"". Tim SP co nhieu DVT: vd ""Nuoc ngot lon"" (Lon, Loc 6 chai, Thung 24 lon). Ghi nho ton = A lon.
4. Menu ""Ban hang"".
5. Double-click ""Nuoc ngot lon"". Doi DVT sang ""Loc"" (1 Loc = 6 lon). Sua SL = 2.
6. Thanh toan OK.
7. Menu ""Kho Hang"", kiem tra ton.","1-2. OK.
3. Ton = A lon.
4-6. Ban 2 Loc = 2 x 6 = 12 lon. Thanh toan OK.
7. Ton = A - 12 lon. He thong tru CHINH XAC theo don vi co ban (lon), khong phai tru 2 (so Loc).","Critical","PENDING"
"POS_126","[TICH HOP] Ban 2 don hang lien tiep — kho tru cong don chinh xac","7","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"". Ghi nho ton ""Nuoc ngot lon"" = A.
4. Menu ""Ban hang"". Ban ""Nuoc ngot lon"" SL=10, thanh toan OK.
5. Tiep tuc o POS (gio da reset). Ban ""Nuoc ngot lon"" SL=5, thanh toan OK.
6. Menu ""Kho Hang"". Kiem tra ton.","1-2. OK.
3. Ton = A.
4. Ban 10, OK.
5. Ban 5, OK.
6. Ton = A - 10 - 5 = A - 15. He thong tru cong don dung qua 2 don hang.","High","PENDING"
"POS_127","[TICH HOP] Ban SP kho khac — chi tru kho dang chon trong POS","7","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"". Kiem tra ton ""Nuoc ngot lon"" o ""Kho trung tam"" = A, o ""Kho su kien"" = B.
4. Menu ""Ban hang"". Dropdown Kho chon ""Kho su kien"".
5. Ban ""Nuoc ngot lon"" SL=3, thanh toan OK.
6. Menu ""Kho Hang"".
7. Kiem tra ton o ca 2 kho.","1-2. OK.
3. Kho TT = A, Kho SK = B.
4-5. Ban tu ""Kho su kien"", 3 lon.
6-7. Kho su kien: ton = B - 3. Kho trung tam: ton VAN = A (KHONG thay doi). He thong chi tru dung kho da chon trong POS.","High","PENDING"
"POS_128","[TICH HOP] Ban SP roi kiem kho ngay — chenh lech = 0","7","Integration","POS -> KiemKho","1. Mo phan mem.
2. Dang nhap ""admin"" / ""admin"".
3. Menu ""Ban hang"". Ban ""Nuoc ngot lon"" SL=2, thanh toan OK.
4. Menu ""Kho Hang"", nhan nut ""Kiem Ke"" (F4).
5. Form Kiem Kho mo. Chon kho ""Kho trung tam"".
6. Tim dong ""Nuoc ngot lon"".
7. Quan sat cot ""Ton He Thong"" va ""Ton Thuc Te"" va ""Chenh Lech"".","1-2. OK.
3. Ban 2 lon OK.
4-6. Form Kiem Kho hien thi.
7. Ton He Thong = so da tru sau ban hang. Ton Thuc Te = mac dinh = Ton He Thong. Chenh Lech = 0 (mau xam). He thong dong bo chinh xac giua POS va kho.","Medium","PENDING"
"POS_129","[TICH HOP] Ban Combo chua Ve + F&B — kho chi tru F&B, khong tru Ve","7","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Kho Hang"". Ghi nho ton SP F&B trong Combo (VD: ""Nuoc suoi 500ml"").
4. Menu ""Ban hang"".
5. Quet ma Combo (""CB001"") chua 1 Ve + 1 Nuoc suoi. SL=1. Thanh toan OK.
6. Menu ""Kho Hang"". Kiem tra ton ""Nuoc suoi 500ml"".","1-2. OK.
3. Ton Nuoc suoi = X.
4-5. Ban Combo OK.
6. Ton Nuoc suoi = X - 1. CHI TRU PHAN F&B TRONG COMBO. Ve trong combo khong anh huong kho. Day la diem kiem tra phan tach logic kho cho Combo.","High","PENDING"
"POS_130","[TICH HOP] Ban SP roi dang nhap lai — ton kho van dung","5","Integration","POS -> Auth","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Ban hang"". Ban ""Nuoc ngot lon"" SL=5, thanh toan OK.
4. Dang xuat (Logout).
5. Dang nhap lai bang tai khoan ""admin"" / ""admin"".
6. Menu ""Kho Hang"".
7. Kiem tra ton ""Nuoc ngot lon"".","1-2. OK.
3. Ban 5 lon OK.
4-5. Dang xuat roi dang nhap lai.
6-7. Ton kho VAN giam dung 5 lon. Du lieu khong bi mat khi dang xuat/dang nhap lai.","Medium","PENDING"
"POS_131","[TICH HOP] Ban SP roi qua form Kho — indicator 🔄 van hien thi","3","Integration","POS -> Kho","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Ban hang"". Ban ""Nuoc ngot lon"" (SP co nhieu DVT) SL=1. Thanh toan OK.
4. Menu ""Kho Hang"", chon ""Kho trung tam"".
5. Tim dong ""Nuoc ngot lon"" trong luoi.
6. Quan sat cot DVT.","1-2. OK.
3. Ban 1 lon OK.
4-6. Cot DVT cua ""Nuoc ngot lon"" van hien dau hieu 🔄 (icon xoay) ben canh ten don vi. Indicator nay cho biet SP co the doi don vi bang Double-Click. Khong bi mat sau khi ban hang.","Low","PENDING"
"POS_132","[TICH HOP] Ban don voi KH co the RFID dang khoa — Vi RFID bi chan","5","Integration","POS -> KH","1. Mo phan mem.
2. Dang nhap ""thungan01"" / ""123456"".
3. Menu ""Khach Hang"", tim KH co the RFID dang KHOA. Ghi nho trang thai the = ""Locked"".
4. Menu ""Ban hang"", tim KH do.
5. Ban 1 SP bat ky.
6. Nhan F10 (Thanh toan Vi RFID),
xac nhan ""Co"".
7. Quan sat phan hoi.","1-2. OK.
3. KH co the Locked.
4-5. Gio co SP.
6-7. He thong tu choi thanh toan vi RFID. Thong bao: ""The RFID dang bi khoa"" hoac tuong tu. Gio hang giu nguyen. Khach co the chon thanh toan tien mat hoac chuyen khoan thay the.","High","PENDING"
