TC ID,Title,Est. (mins),Test Type,Area,Procedure / Steps,Expected Results,Priority,RESULT
BK_011,Booking đã xác nhận trước đó — nhãn trạng thái đỏ + nút khóa,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ mã booking đã được xác nhận lần trước (trạng thái ""DaXuatVe"").
5. Nhấn Tìm.
6. Quan sát nhãn trạng thái và nút Xuất Vé.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking đã xác nhận.
5. Tìm thấy.
6. Nhãn trạng thái: ❌ ""Đoàn này ĐÃ ĐƯỢC XÁC NHẬN trước đó"" (chữ đỏ). Nút Xuất Vé bị khóa.",Critical,PENDING
BK_012,Booking đã bị hủy — nhãn đỏ + nút khóa,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ mã booking đã bị hủy (trạng thái ""DaHuy"").
5. Nhấn Tìm.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking đã hủy.
5. Tìm thấy.
6. Nhãn: ❌ ""Booking đã bị HỦY"" (chữ đỏ). Nút Xuất Vé khóa.",Critical,PENDING
BK_013,Booking chưa đến ngày hẹn — nhãn đỏ + hiện ngày hẹn,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ mã booking có ngày hẹn trong tương lai (VD: ngày hẹn 15/04, hôm nay 10/04).
5. Nhấn Tìm.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking chưa đến ngày.
5. Tìm thấy.
6. Nhãn: ❌ ""Chưa đến ngày. Ngày hẹn: 15/04/2026"" (chữ đỏ). Nút Xuất Vé khóa.",Critical,PENDING
BK_014,Booking đã hết hạn — nhãn đỏ + nút khóa,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ mã booking có ngày hẹn đã qua (VD: ngày hẹn 01/03, hôm nay 10/04).
5. Nhấn Tìm.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking quá hạn.
5. Tìm thấy.
6. Nhãn: ❌ lý do hết hạn (chữ đỏ). Nút Xuất Vé khóa.",High,PENDING
BK_015,Nhấn Xuất Vé — hiện popup xác nhận,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ (nút Xuất Vé đã mở).
5. Nhấn nút ""Xuất Vé"".
6. Quan sát popup.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking hợp lệ, nút Xuất Vé enabled.
5. Nhấn Xuất Vé.
6. Popup xác nhận hiện: ""Xác nhận đoàn 'Công ty XYZ' (50 người) đã đến?"" với nút Có/Không.",Critical,PENDING
BK_016,Xác nhận Xuất Vé — nhấn Có — thành công,5,E2E,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ.
5. Nhấn Xuất Vé.
6. Popup xác nhận hiện ra, nhấn ""Có"".
7. Quan sát kết quả.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking hợp lệ.
5. Popup hiện.
6. Nhấn Có.
7. Thông báo ""✅ Thành công!"" hiển thị. Booking chuyển trạng thái ""DaXuatVe"". Form tự reset: ô tìm kiếm trống, panel thông tin trống, nút Xuất Vé khóa lại. Sẵn sàng nhận đoàn tiếp.",Critical,PENDING
BK_017,Xác nhận Xuất Vé — nhấn Không — hủy bỏ,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ.
5. Nhấn Xuất Vé.
6. Popup hiện ra, nhấn ""Không"".
7. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking hợp lệ.
5. Popup.
6. Nhấn Không.
7. KHÔNG xác nhận. Booking vẫn giữ trạng thái cũ (chưa xác nhận). Panel vẫn hiện thông tin đoàn. Nút Xuất Vé vẫn enabled.",Medium,PENDING
BK_018,Xác nhận xong — tìm lại cùng booking — hiện Đã xác nhận,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ, nhấn Xuất Vé, nhấn Có (thành công).
5. Form đã reset.
6. Gõ lại cùng mã booking, nhấn Tìm.
7. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Xác nhận thành công.
5. Form reset.
6. Tìm lại cùng mã.
7. Panel hiện thông tin đoàn. Nhãn: ❌ ""Đoàn này ĐÃ ĐƯỢC XÁC NHẬN trước đó"" (chữ đỏ). Nút Xuất Vé khóa. KHÔNG cho xác nhận lần 2.",Critical,PENDING
BK_019,Tìm đoàn liên tiếp 2 lần khác nhau — panel cập nhật đúng,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ ""BK-001"", nhấn Tìm → panel hiện đoàn A.
5. Gõ ""BK-002"", nhấn Tìm → panel hiện đoàn B.
6. Quan sát panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Panel hiện đoàn A.
5. Panel CẬP NHẬT thông tin đoàn B (không giữ đoàn A).
6. Tên, SĐT, số lượng, chiết khấu — tất cả là của đoàn B.",Medium,PENDING
BK_020,Tìm đoàn rồi tìm mã không tồn tại — panel bị xóa,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ → panel hiện thông tin.
5. Gõ mã không tồn tại, nhấn Tìm.
6. Quan sát panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Panel có thông tin.
5. Tìm không ra.
6. Panel bị xóa/ẩn thông tin cũ. Nhãn trạng thái hiện ""Không tìm thấy"". Nút Xuất Vé khóa.",Medium,PENDING
BK_021,Tìm với ký tự đặc biệt — không crash,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ ""!@#$%^&*()""vào ô tìm kiếm, nhấn Tìm.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ ký tự đặc biệt.
5. Không crash, không lỗi SQL. Hiện ""Không tìm thấy"" bình thường.",Medium,PENDING
BK_022,Tìm SQL injection — hệ thống an toàn,3,Security,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ ""'; DROP TABLE DoanKhach;--"" vào ô tìm, nhấn Tìm.
5. Quan sát.
6. Tìm 1 booking bình thường ngay sau đó.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ SQL injection.
5. Không tìm thấy. Hệ thống KHÔNG thực thi câu SQL. Bảng DoanKhach vẫn còn.
6. Tìm booking bình thường hoạt động tốt. DẦ LIỆU AN TOÀN.",Critical,PENDING
BK_023,Panel hiện đúng chiết khấu (%) của đoàn,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đoàn có chiết khấu 20%.
5. Quan sát panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm thấy.
5. Panel hiện ""Chiết khấu: 20%"" hoặc tương tự.",Medium,PENDING
BK_024,Panel hiện đúng số lượng khách trong đoàn,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đoàn 50 người.
5. Quan sát panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm thấy.
5. Panel hiện ""Số lượng: 50 người"" hoặc tương tự.",Medium,PENDING
BK_025,Panel hiện gói Combo đoàn (nếu có),2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đoàn có gói Combo (VD: Vé + Ăn trưa + Tủ đồ).
5. Quan sát panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm thấy.
5. Panel hiện danh sách Combo/Gói dịch vụ đoàn đã đặt trước.",Medium,PENDING
BK_026,Panel hiện ngày đến dự kiến đúng format,2,UI,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ.
5. Quan sát trường ""Ngày đến dự kiến"".","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm thấy.
5. Ngày đến hiện đúng format dd/MM/yyyy (VD: 12/04/2026).",Low,PENDING
BK_027,Kiểm tra 4 lớp validation — lớp 1: đã xác nhận,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đã xác nhận (trạng thái ""DaXuatVe"").
5. Quan sát nhãn trạng thái.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking đã xác nhận.
5. Nhãn: ❌ ""Đoàn này ĐÃ ĐƯỢC XÁC NHẬN trước đó"". Nút Xuất Vé khóa.",Critical,PENDING
BK_028,Kiểm tra 4 lớp validation — lớp 2: đã hủy,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đã hủy.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking hủy.
5. Nhãn: ❌ ""Booking đã bị HỦY"". Nút khóa.",Critical,PENDING
BK_029,Kiểm tra 4 lớp validation — lớp 3: quá hạn,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hết hạn (ngày hẹn đã qua).
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking quá hạn.
5. Nhãn: ❌ lý do quá hạn. Nút khóa.",Critical,PENDING
BK_030,Kiểm tra 4 lớp validation — lớp 4: chưa đến ngày,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking ngày hẹn tương lai (sau hôm nay).
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking chưa đến ngày.
5. Nhãn: ❌ ""Chưa đến ngày. Ngày hẹn: ..."". Nút khóa.",Critical,PENDING
BK_031,Xác nhận xong — form tự reset ô tìm kiếm,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ, bấm Xuất Vé, bấm Có.
5. Quan sát ô tìm kiếm sau khi xác nhận.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Xác nhận thành công.
5. Ô tìm kiếm trống, con trỏ nằm trong ô, sẵn sàng nhập mã đoàn kế tiếp.",Medium,PENDING
BK_032,Xác nhận xong — form tự reset panel thông tin,2,Logic,Đoàn khách,"1. Tiếp tục từ BK_031.
2. Quan sát panel thông tin.","1. Xác nhận xong.
2. Panel thông tin trống (không còn hiện đoàn cũ). Nút Xuất Vé khóa lại.",Medium,PENDING
BK_033,Tìm booking viết hoa khác (vd: bk-001 vs BK-001) — vẫn nhận,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ ""bk-20260401-001"" (chữ thường), nhấn Tìm.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ chữ thường.
5. Hệ thống tìm thấy booking tương ứng (không phân biệt hoa thường).",Medium,PENDING
BK_034,Tìm SĐT có khoảng trắng đầu/cuối — vẫn tìm được,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ "" 0901234567 "" (có khoảng trắng đầu cuối), nhấn Tìm.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ SĐT có khoảng trắng.
5. Hệ thống tự cắt khoảng trắng (trim) và tìm thấy đoàn.",Low,PENDING
BK_035,Tìm booking có chiết khấu = 0% — vẫn hiển thị,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking không có chiết khấu (0%).
5. Quan sát panel.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. CK = 0%.
5. Panel vẫn hiện đúng: ""Chiết khấu: 0%"". Không bị lỗi, không ẩn trường.",Low,PENDING
BK_036,Tìm booking đoàn chỉ có 1 người — vẫn hoạt động,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đoàn có 1 người.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Đoàn 1 người.
5. Panel hiện đúng: ""Số lượng: 1 người"". Popup xác nhận: ""... (1 người) đã đến?"". Nút Xuất Vé enabled (nếu hợp lệ).",Low,PENDING
BK_037,Tìm booking đoàn lớn (500 người) — không lỗi,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking đoàn lớn (500 người).
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Đoàn 500 người.
5. Panel hiện đúng: ""Số lượng: 500 người"". Không lỗi overflow. Popup xác nhận vẫn đúng.",Low,PENDING
BK_038,Không có quyền — màn hình bị khóa,2,Security,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thukho01"" / ""123456"" (không có quyền Đoàn khách).
3. Nhấn menu ""Đoàn khách"".
4. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Menu bị ẩn hoặc disabled, hoặc form hiện ""Không có quyền"".
4. Không thể tìm hoặc xác nhận booking.",High,PENDING
BK_039,Tìm SĐT gắn nhiều booking — hiện booking đúng,3,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ SĐT có liên kết với 2 booking khác nhau.
5. Nhấn Tìm.
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. SĐT gắn nhiều booking.
5. Tìm.
6. Hệ thống hiện booking phù hợp nhất (ưu tiên booking chưa xác nhận, đúng ngày hôm nay) hoặc hiện danh sách cho nhân viên chọn.",Medium,PENDING
BK_040,Chuỗi dài > 200 ký tự trong ô tìm — không crash,2,Logic,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ chuỗi dài > 200 ký tự ngẫu nhiên, nhấn Tìm.
5. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Chuỗi dài.
5. ""Không tìm thấy"" hoặc bỏ qua. Không crash, không overflow.",Low,PENDING
BK_041,"Tìm nhanh liên tiếp 10 booking — hiệu năng ổn",5,Performance,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm 10 booking liên tiếp (gõ mã, Tìm, gõ mã khác, Tìm...).
5. Quan sát tốc độ.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm 10 booking.
5. Mỗi lần tìm phản hồi trong vòng 1 giây. Không chậm dần. Không treo.",Medium,PENDING
BK_042,Nhấn Enter trong ô tìm kiếm — tương đương nhấn nút Tìm,2,UI,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ mã booking hợp lệ vào ô tìm.
5. Nhấn Enter (không nhấn nút Tìm).
6. Quan sát.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ mã.
5. Nhấn Enter.
6. Hệ thống tìm kiếm (tương đương nhấn nút Tìm). Panel hiện thông tin đoàn.",Medium,PENDING
BK_043,Xác nhận booking — kiểm tra DB đã cập nhật trạng thái,5,E2E,Đoàn khách,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ. Ghi nhận mã.
5. Nhấn Xuất Vé, nhấn Có.
6. Kiểm tra trong CSDL (hoặc form quản lý đoàn) trạng thái booking.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Booking hợp lệ.
5. Xác nhận thành công.
6. Trong CSDL, booking đã chuyển sang ""DaXuatVe"" (hoặc trạng thái tương đương). Thời gian xác nhận được ghi nhận.",High,PENDING
