TC ID,Title,Est. (mins),Test Type,Area,Procedure / Steps,Expected Results,Priority,RESULT
POS_011,"Quay về ""Tất cả"" sau khi đã lọc",2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Nhấn nút ""Vé"" để lọc chỉ hiện Vé.
5. Nhấn nút ""Tất cả"".
6. Quan sát danh sách sản phẩm.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Chỉ hiện sản phẩm loại Vé.
5. Nút ""Tất cả"" nổi bật.
6. Danh sách hiển thị lại toàn bộ sản phẩm (tất cả loại) đang bán.",Medium,PENDING
POS_012,Tìm kiếm sản phẩm bằng ô tìm kiếm — tìm thấy,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Nhấn phím F1 để chuyển con trỏ vào ô tìm kiếm sản phẩm.
5. Gõ từ khóa ""Nước"".
6. Quan sát danh sách sản phẩm lọc ngay khi gõ.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Con trỏ nhập liệu chuyển vào ô tìm kiếm.
5. Danh sách sản phẩm tự động lọc ngay khi gõ (không cần nhấn Enter).
6. Chỉ hiển thị các sản phẩm có tên chứa ""Nước"" (VD: ""Nước ngọt lon"", ""Nước suối 500ml""). Các sản phẩm khác biến mất.",High,PENDING
POS_013,Tìm kiếm sản phẩm không tồn tại,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Nhấn phím F1 để chuyển vào ô tìm kiếm.
5. Gõ ""xyz_khong_ton_tai"".
6. Quan sát danh sách sản phẩm.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Con trỏ vào ô tìm kiếm.
5. Danh sách sản phẩm trống, không hiện gì.
6. Hệ thống không báo lỗi, không treo — chỉ hiện danh sách rỗng.",Low,PENDING
POS_014,Giá sản phẩm trên thẻ Tile phụ thuộc ngày (Bảng giá Dynamic),3,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Quan sát giá hiển thị trên thẻ của Vé Người lớn.
5. So sánh với bảng giá đã cấu hình cho hôm nay (Ngày thường / Cuối tuần / Ngày lễ).","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giá trên thẻ hiển thị đúng giá theo ngày — nếu hôm nay là ngày thường thì giá thường, cuối tuần thì giá cuối tuần, ngày lễ thì giá lễ.
5. Giá khớp với bảng giá đã cấu hình trong hệ thống.",High,PENDING
POS_015,Thêm sản phẩm vào giỏ bằng Double-Click trên thẻ,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click (nhấp đúp) vào thẻ sản phẩm ""Cơm phần"" trên danh sách.
5. Quan sát bảng giỏ hàng bên phải.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Sản phẩm ""Cơm phần"" được thêm vào giỏ hàng.
5. Giỏ hàng hiển thị 1 dòng: Tên = ""Cơm phần"", SL = 1, Thành Tiền = đơn giá × 1. Tiêu đề thay đổi thành ""GIỎ HÀNG (1)"". Tổng tiền lớn hiển thị đúng giá trị. Con trỏ tự focus vào ô SL.",High,PENDING
POS_016,"Thêm cùng sản phẩm 2 lần — gộp số lượng, không tạo dòng mới",2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" lần 1.
5. Double-click vào ""Cơm phần"" lần 2.
6. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ hàng có 1 dòng ""Cơm phần"", SL = 1.
5. Dòng cũ được gộp, SL tăng lên 2 (không tạo thêm dòng mới).
6. Giỏ vẫn chỉ 1 dòng, SL = 2, Thành Tiền = đơn giá × 2. Tổng tiền cập nhật.",High,PENDING
POS_017,Thêm 2 sản phẩm khác nhau vào giỏ,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"".
5. Double-click vào ""Nước ngọt lon"".
6. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ hàng có 1 dòng ""Cơm phần"", SL = 1.
5. Giỏ hàng thêm dòng thứ 2: ""Nước ngọt lon"", SL = 1.
6. Tổng 2 dòng. Tiêu đề = ""GIỎ HÀNG (2)"". Tổng tiền = tổng thành tiền 2 dòng.",Medium,PENDING
POS_018,Sửa số lượng trong giỏ — tăng bằng mũi tên SpinEdit,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" để thêm vào giỏ (SL=1).
5. Trong giỏ, click vào ô SL dòng ""Cơm phần"", nhấn nút mũi tên lên (▲) 4 lần.
6. Quan sát SL và Thành Tiền.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ: ""Cơm phần"" SL=1.
5. SL tăng từng bước: 2 -> 3 -> 4 -> 5.
6. SL = 5. Thành Tiền = đơn giá × 5. Tổng tiền phía dưới cập nhật tương ứng.",Medium,PENDING
POS_019,Sửa số lượng trong giỏ — nhập trực tiếp số,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" để thêm vào giỏ (SL=1).
5. Double-click vào ô SL dòng ""Cơm phần"", xóa số cũ, gõ ""10"", nhấn Enter.
6. Quan sát SL và Thành Tiền.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ: ""Cơm phần"" SL=1.
5. Ô SL cho phép nhập trực tiếp.
6. SL = 10. Thành Tiền = đơn giá × 10. Tổng tiền cập nhật đúng.",Medium,PENDING
POS_020,Sửa số lượng = 0 — tự động xóa dòng khỏi giỏ,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" để thêm vào giỏ (SL=1).
5. Double-click vào ô SL, xóa số, gõ ""0"", nhấn Enter.
6. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ: 1 dòng ""Cơm phần"" SL=1.
5. Nhập SL = 0.
6. Dòng ""Cơm phần"" bị xóa khỏi giỏ hàng. Giỏ trống. Tiêu đề = ""GIỎ HÀNG (0)"". Tổng tiền = ""0 VNĐ"".",Medium,PENDING
POS_021,Xóa 1 dòng bằng nút thùng rác trên cột Xóa,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" và ""Nước ngọt lon"" để thêm 2 dòng.
5. Click vào nút biểu tượng thùng rác (cột Xóa) trên dòng ""Nước ngọt lon"".
6. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ hàng có 2 dòng.
5. Dòng ""Nước ngọt lon"" bị xóa.
6. Giỏ còn 1 dòng ""Cơm phần"". Tiêu đề = ""GIỎ HÀNG (1)"". Tổng tiền chỉ tính dòng còn lại.",Medium,PENDING
POS_022,Xóa dòng trong giỏ bằng phím Delete,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" để thêm vào giỏ.
5. Click chọn dòng ""Cơm phần"" trong giỏ.
6. Nhấn phím Delete trên bàn phím.
7. Hộp thoại xác nhận hiện ra, nhấn ""Có"".
8. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ có 1 dòng.
5. Dòng được chọn (nổi bật).
6. Hộp thoại ""Xóa mặt hàng này?"" hiện lên với nút Có/Không.
7. Nhấn ""Có"".
8. Dòng bị xóa, giỏ hàng trống.",Low,PENDING
POS_023,Xóa toàn bộ giỏ hàng bằng nút Xóa giỏ hàng,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Thêm 3 sản phẩm bất kỳ vào giỏ (double-click 3 thẻ).
5. Nhấn nút ""Xóa giỏ hàng"" (có biểu tượng thùng rác phía trên giỏ hàng).
6. Hộp thoại ""Xóa toàn bộ giỏ hàng?"" hiện ra, nhấn ""Có"".
7. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ hàng có 3 dòng.
5. Hộp thoại xác nhận hiển thị.
6. Nhấn ""Có"".
7. Toàn bộ giỏ bị xóa sạch. Tiêu đề = ""GIỎ HÀNG (0)"". Tổng tiền = ""0 VNĐ"". Con trỏ quay lại ô quét mã.",Medium,PENDING
POS_024,Hủy đơn bằng nút Hủy đơn hoặc phím Escape,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Thêm 2 sản phẩm vào giỏ. Nhập mã khách ""KH001"", nhấn nút Tìm.
5. Nhấn phím Escape.
6. Hộp thoại ""Hủy đơn hàng hiện tại và làm mới khách hàng?"" hiện ra, nhấn ""Có"".
7. Quan sát toàn bộ màn hình.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ có 2 dòng, nhãn KH hiển thị tên khách.
5. Hộp thoại xác nhận hiển thị.
6. Nhấn ""Có"".
7. Giỏ bị xóa sạch. Nhãn KH quay về ""Khách vãng lai"". Ô mã KH trống. Tổng tiền = 0. Con trỏ về ô quét mã.",High,PENDING
POS_025,"Giỏ hàng hiển thị đúng các cột: Tên SP, ĐVT, SL, Thành Tiền, Xóa",2,UI,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click 1 sản phẩm bất kỳ để thêm vào giỏ.
5. Quan sát các cột hiển thị trong bảng giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ có 1 dòng.
5. Bảng giỏ hàng hiển thị các cột: ""Tên Sản Phẩm"" (không sửa được), ""ĐVT"" (có thể chọn nếu SP có nhiều đơn vị), ""SL"" (có nút tăng/giảm mũi tên), ""Thành Tiền"" (không sửa được, có format số), ""Xóa"" (nút biểu tượng). Dòng cuối bảng có dòng Tổng: ""TỔNG: ..."".",Medium,PENDING
POS_026,Quét mã vạch sản phẩm hợp lệ bằng ô quét mã (Enter),2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Con trỏ đã sẵn ở ô quét mã (hoặc click vào ô đó).
5. Gõ mã ""SP01"" (mã sản phẩm Cơm phần), nhấn Enter.
6. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Con trỏ nằm trong ô quét mã.
5. Hệ thống tìm được sản phẩm có mã ""SP01"".
6. ""Cơm phần"" xuất hiện trong giỏ hàng với SL=1. Ô quét mã tự động xóa trắng, sẵn sàng quét tiếp.",High,PENDING
POS_027,Quét mã vạch sản phẩm không tồn tại,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Gõ mã ""ABCXYZ999"" vào ô quét mã, nhấn Enter.
5. Quan sát phản hồi.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Hệ thống tìm không thấy sản phẩm hay combo nào có mã này.
5. Hộp thoại thông báo ""Không tìm thấy SP/Combo: ABCXYZ999"" hiển thị. Giỏ hàng không thay đổi. Ô quét mã tự xóa trắng.",High,PENDING
POS_028,Quét mã với nhân số lượng (VD: 10*SP01),3,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Gõ ""10*SP01"" vào ô quét mã, nhấn Enter.
5. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Hệ thống hiểu: số lượng = 10, mã = ""SP01"". Tìm thấy sản phẩm ""Cơm phần"".
5. Giỏ hàng thêm 1 dòng ""Cơm phần"" với SL = 10 (một dòng duy nhất, không phải 10 dòng). Thành tiền = đơn giá × 10. Ô quét mã xóa trắng.",High,PENDING
POS_029,Quét mã Combo đang hoạt động,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Gõ mã ""CB001"" (Combo đang hoạt động) vào ô quét mã, nhấn Enter.
5. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Hệ thống tìm thấy Combo đang hoạt động.
5. Giỏ hàng thêm 1 dòng có tên bắt đầu bằng ""[COMBO]"", SL = 1, giá = giá combo. Ô quét mã xóa trắng.",High,PENDING
POS_030,Quét mã Combo đang ngừng hoạt động — bị chặn,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Gõ mã ""CB002"" (Combo đang tạm ngừng hoặc bản nháp) vào ô quét mã, nhấn Enter.
5. Quan sát phản hồi.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Hệ thống tìm thấy Combo nhưng đang ngừng hoạt động.
5. Hộp thoại cảnh báo hiển thị nội dung tương tự: ""Combo này đang ở trạng thái ngừng, không được phép xuất bán!"". Giỏ hàng không thay đổi. Ô quét mã xóa trắng.",High,PENDING
POS_031,Quét mã Combo 2 lần — gộp số lượng,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Gõ ""CB001"" vào ô quét mã, nhấn Enter.
5. Gõ ""CB001"" lần 2, nhấn Enter.
6. Quan sát giỏ hàng.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ có 1 dòng ""[COMBO] ..."" SL=1.
5. SL tăng lên 2 (gộp chung, không tạo dòng mới).
6. Vẫn chỉ 1 dòng, SL=2, Thành tiền = giá combo × 2.",Medium,PENDING
POS_032,Quét mã với ô quét mã rỗng — không xảy ra gì,1,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Để ô quét mã trống, nhấn Enter.
5. Quan sát phản hồi.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Nhấn Enter khi ô quét mã trống.
5. Không có hộp thoại lỗi, giỏ hàng không thay đổi, ô quét mã vẫn sẵn sàng. Hệ thống bỏ qua.",Low,PENDING
POS_033,SP có quy đổi đơn vị — cột ĐVT hiển thị dropdown khi click,3,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Nước ngọt lon"" (SP có cấu hình nhiều đơn vị: Lon, Thùng, Lốc).
5. Trong giỏ, click vào ô cột ĐVT của dòng ""Nước ngọt lon"".
6. Quan sát ô ĐVT.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. ""Nước ngọt lon"" xuất hiện trong giỏ, ĐVT mặc định = ""Lon"".
5. Click vào ô ĐVT -> hiện danh sách xổ xuống gồm: ""Lon"", ""Thùng"", ""Lốc"" (tùy cấu hình).
6. Cho phép chọn đơn vị khác.",High,PENDING
POS_034,SP không có quy đổi đơn vị — ô ĐVT chỉ đọc,2,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Cơm phần"" (SP chỉ có 1 đơn vị ""Suất"").
5. Trong giỏ, click vào ô ĐVT dòng ""Cơm phần"".
6. Quan sát ô ĐVT.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. ""Cơm phần"" trong giỏ, ĐVT = ""Suất"".
5. Click vào ô ĐVT.
6. Ô ĐVT ở chế độ chỉ đọc, không xổ dropdown, không cho sửa.",Medium,PENDING
POS_035,Đổi ĐVT từ Lon sang Thùng — giá tự quy đổi,3,Logic,POS,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thungan01"" / ""123456"".
3. Nhấn menu ""Bán hàng"".
4. Double-click vào ""Nước ngọt lon"".
5. Trong giỏ, click vào ô ĐVT, chọn ""Thùng"" từ danh sách xổ xuống.
6. Quan sát ĐVT, giá, và tổng tiền.","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Bán hàng hiển thị.
4. Giỏ: ""Nước ngọt lon"", ĐVT=""Lon"", SL=1, giá = giá lẻ 1 lon.
5. Chọn ""Thùng"" thành công.
6. ĐVT hiện ""Thùng"". Giá tự thay đổi sang giá theo Thùng (cao hơn giá lẻ). Thành Tiền cập nhật. SL vẫn = 1 (nhưng giờ là 1 Thùng). Tổng tiền phía dưới cập nhật.",High,PENDING
