Defect ID,Title,Screen,Pre-condition,Steps,Test Data,Expected Results,Actual Results,Priority,Severity,Date,Owner,TC ID,Build,System,Assign To,Status
DEF_GATE_001,Quét vé sai trò chơi — hiện SAI TRÒ CHƠI,Màn hình Kiểm soát vé,Đăng nhập thành công. Đang ở Khu A. Đã quét 5 vé (Hợp lệ: 3 / Từ chối: 2).,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A. Chọn trò ""Tàu lượn siêu tốc"" (không phải Cổng chung).
5. Gõ mã vé thuộc Khu A nhưng dành cho trò ""Đu quay"" (không phải Tàu lượn), nhấn Enter.
6. Quan sát kết quả.",Đổi từ Khu A sang Khu B,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Gác trò Tàu lượn cụ thể.
5. Vé dành cho trò khác (Đu quay).
6. Panel: ⚠️ ""SAI TRÒ CHƠI"" nền vàng, viền chớp vàng. Bộ đếm Từ chối tăng 1. Lượt KHÔNG bị trừ.",Bộ đếm vẫn hiện Hợp lệ: 3 / Từ chối: 2 từ khu cũ. Gây nhầm lẫn thống kê.,Medium,Minor,2026-04-10,QA_NhiNT,GATE_015,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_002,Lịch sử quét hiển thị đúng thông tin,Màn hình Kiểm soát vé,Đăng nhập thành công. Vé có 1 lượt duy nhất. Quét tại đúng khu.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Quét 3 vé: 1 hợp lệ, 1 sai khu, 1 không tìm thấy.
6. Quan sát bảng lịch sử quét.",VE-001 (1 lượt). Khu vực: Khu A,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Quét 3 vé xong.
6. Lịch sử hiện 3 dòng (mới nhất ở trên cùng): Giờ quét | Mã vé | Kết quả (✅/⛔/❓). Mỗi dòng hiển thị đúng trạng thái tương ứng.",Thẻ thông tin hiện Lượt còn lại: 1 (hiển thị số trước khi trừ). Hiển thị lệch so với thực tế.,Medium,Major,2026-04-10,QA_NhiNT,GATE_027,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_003,Quét vé khi chưa chọn khu vực — xử lý mặc định,Màn hình Kiểm soát vé,Đăng nhập thành công. Vé có 3 lượt.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. KHÔNG đổi dropdown khu vực (giữ mặc định).
5. Quét mã vé hợp lệ thuộc khu mặc định.
6. Quan sát kết quả.",VE-MULTI (3 lượt),"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Khu vực mặc định đã chọn sẵn (khu đầu tiên trong danh sách).
5. Quét vé.
6. Hệ thống xử lý theo khu mặc định. Nếu vé đúng khu → MỜI VÀO.","Lần 2 vẫn Hợp lệ, trừ thêm 1 lượt, còn 1. Không có khoảng chờ. Khách bị trừ oan.",High,Major,2026-04-10,QA_NhiNT,GATE_041,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_004,Camera beep khi nhận diện QR thành công,Màn hình Kiểm soát vé,Đăng nhập thành công. Đang ở trạng thái Sẵn sàng.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Bật camera, chọn Khu A, Cổng chung.
5. Đưa vé có QR trước camera.
6. Lắng nghe âm thanh.",Vé hợp lệ,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Camera bật.
5. Camera nhận diện QR.
6. Có tiếng beep ngắn khi nhận diện thành công. Không có beep khi chưa nhận được mã.",Trong một số trường hợp bộ đếm thời gian không kích hoạt nếu bị dừng rồi khởi động lại quá nhanh. Panel kẹt trạng thái cũ cho đến khi quét vé tiếp.,Low,Minor,2026-04-11,QA_NhiNT,GATE_055,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_005,Quét booking đoàn đến đúng người cuối cùng — quota full,Màn hình Kiểm soát vé,Đăng nhập thành công. Cổng hoạt động 8 tiếng liên tục.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chuẩn bị booking 3 người, đã vào 2.
5. Quét lần 1: quota 3/3.
6. Quét lần 2: vượt quota.",Quét 2000 vé trong 8 giờ,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Đoàn 3 người, đã 2.
5. Lần 1: ✅ MỜI VÀO, quota 3/3 (vừa đủ).
6. Lần 2: 🚫 HẾT LƯỢT ĐOÀN. Quota vẫn 3/3, không tăng thêm.",Danh sách lịch sử chứa tất cả 2000 dòng. Bộ nhớ tăng dần. Cuộn trang chậm. Không tự xóa dòng cũ.,Medium,Minor,2026-04-11,QA_NhiNT,GATE_046,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_006,Kiểm tra hiệu năng — quét 100 vé liên tiếp không bị chậm,Màn hình Kiểm soát vé,Đăng nhập thành công. Form đang ở trạng thái Sẵn sàng.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Dùng đầu đọc barcode hoặc gõ tay, quét liên tiếp 100 vé (có thể lặp lại cùng mã để test).
6. Quan sát tốc độ phản hồi và hiệu năng.",Click chuột ra ngoài ô nhập mã,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Quét 100 lần.
6. Mỗi lần quét phản hồi trong vòng 1 giây. Không bị chậm dần (memory leak). Không crash, không treo. Lịch sử giữ đúng 50 dòng gần nhất (không phình lên 100).","Click vùng khác, ô nhập mã mất con trỏ chuột. Gõ bàn phím không nhập vào ô. Phải click lại vào ô, gián đoạn nhân viên quét.",Medium,Minor,2026-04-10,QA_NhiNT,GATE_060,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_007,Quét booking đoàn hết quota — lịch sử hiện ĐOÀN HẾT VÉ,Màn hình Kiểm soát vé,Đăng nhập thành công. Đoàn BK-20260401-001 đã xác nhận và có quota.,"1. Mở phần mềm. Đăng nhập ""congvien01"" / ""123456"".
2. Nhấn menu ""Kiểm soát vé"". Chọn khu vực.
3. Quét booking đoàn đã full quota.
4. Quan sát lịch sử.",Mã booking đoàn: BK-20260401-001,"1. Đăng nhập thành công.
2. Màn hình hiển thị.
3. HẾT LƯỢT ĐOÀN.
4. Lịch sử hiện: ""🚫 ĐOÀN HẾT VÉ"" (chữ đỏ).","Hiện Không tìm thấy, vì hệ thống chưa xử lý đúng mã bắt đầu bằng BK- trong một số trường hợp.",High,Major,2026-04-11,QA_NhiNT,GATE_090,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_008,Nhãn verdict badge hiện HỢP LỆ nền xanh khi quét thành công,Màn hình Kiểm soát vé,Mới mở form Kiểm soát vé lần đầu.,"1. Mở phần mềm. Đăng nhập ""congvien01"" / ""123456"".
2. Nhấn menu ""Kiểm soát vé"". Chọn Khu A, Cổng chung.
3. Quét vé hợp lệ.
4. Quan sát badge verdict trên thẻ thông tin.",Vé hợp lệ. Lần đầu quét.,"1. Đăng nhập thành công.
2. Màn hình hiển thị.
3. MỜI VÀO.
4. Badge verdict hiện ""HỢP LỆ"" với nền xanh lá (Green), chữ trắng.",Viền không chớp lần đầu (bộ đếm nháy đèn chưa được khởi tạo). Từ lần quét thứ 2 trở đi mới chớp.,Low,Minor,2026-04-11,QA_NhiNT,GATE_071,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_009,"Quét vé sai trò nhưng đúng khu — nếu chọn ""Cổng chung"" thì hợp lệ",Màn hình Kiểm soát vé,"Đăng nhập thành công. Khu A có trò: Đu Quay, Tàu Lượn. Khu B có trò: Nhà Ma.","1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, chọn ""Cổng chung (tất cả trò)"".
5. Gõ mã vé thuộc Khu A dành cho trò ""Đu quay"", nhấn Enter.
6. Quan sát kết quả.",Đổi khu A sang khu B,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Cổng chung = không kiểm tra trò cụ thể.
5. Vé thuộc Khu A → đúng khu.
6. Panel: ✅ ""MỜI VÀO"" nền xanh. Dù vé dành cho trò Đu quay, nhưng ở Cổng chung chỉ cần đúng khu. Lượt trừ 1.",Danh sách trò chơi giữ nguyên item cũ (Tàu Lượn) + thêm item mới (Nhà Ma). Danh sách bị trùng / nhầm khu.,Medium,Major,2026-04-10,QA_NhiNT,GATE_016,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_010,Quét cùng mã liên tiếp nhanh — hệ thống không bị lỗi hoặc trùng xử lý,Màn hình Kiểm soát vé,Đăng nhập thành công. Scanner gửi mã kèm ký tự xuống dòng ở giữa.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A, Cổng chung.
5. Chuẩn bị vé có 10 lượt.
6. Dùng đầu đọc barcode quét mã này liên tiếp 3 lần rất nhanh (< 1 giây).
7. Quan sát kết quả và lượt.",Chuỗi chứa ký tự xuống dòng,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Kiểm soát vé hiển thị.
4. Chọn xong.
5. Vé có 10 lượt.
6. Quét nhanh 3 lần.
7. Hệ thống xử lý đúng 3 lần (không trùng, không bỏ sót). Lượt còn = 7. Hợp lệ = 3. Không crash, không treo.","Chuỗi gửi nguyên vào hệ thống, tìm không ra, hiện Không tìm thấy. Mất cả 2 vé.",Low,Minor,2026-04-11,QA_NhiNT,GATE_048,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_001,Tìm đoàn bằng SĐT trưởng đoàn — thành công,Màn hình Xuất vé đoàn,Đăng nhập thành công. Đoàn có SĐT liên hệ = 0901234567.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ SĐT ""0901234567"" vào ô tìm kiếm.
5. Nhấn nút Tìm.
6. Quan sát panel thông tin.",SĐT: 0901234567,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ SĐT.
5. Tìm thấy booking gắn với SĐT này.
6. Panel hiện thông tin đoàn tương ứng.",Không tìm thấy. Hệ thống chỉ tìm theo mã booking. SĐT không được tìm kiếm.,Medium,Major,2026-04-10,QA_NhiNT,BK_006,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_002,Xác nhận thành công — popup kết quả hiện chiết khấu,Màn hình Xuất vé đoàn,Đăng nhập thành công. Đoàn có chiết khấu = 0%.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Tìm booking hợp lệ (CK 15%).
3. Xuất Vé → Nhấn Có.
4. Đọc popup kết quả.",Đoàn CK = 0%,"1. Đăng nhập thành công.
2. Tìm thấy.
3. Xác nhận thành công.
4. Popup: ""✅ Thành công! Đoàn: [tên] Số người: [X] Chiết khấu: 15.0%"". Hiện đúng chiết khấu.",Popup kết quả hiện dòng Chiết khấu bị trống khi giá trị = 0. Lỗi hiển thị.,Low,Minor,2026-04-11,QA_NhiNT,BK_048,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_003,Booking có NgayDen = hôm qua — hết hạn,Màn hình Xuất vé đoàn,"Đăng nhập thành công. Đoàn có ngày đến = hôm qua, trạng thái = Mới tạo.","1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Tìm booking có NgayDen = ngày hôm qua.
3. Quan sát.",Đoàn có ngày đến = ngày hôm qua,"1. Đăng nhập thành công.
2. Tìm thấy.
3. Nhãn: ""❌ Booking đã HẾT HẠN"" hoặc tương tự. Nút khóa.",Nhãn xanh báo Booking hợp lệ. Nút Xuất Vé vẫn nhấn được. Hệ thống so sánh ngày bị sai lệch.,High,Major,2026-04-10,QA_NhiNT,BK_073,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_004,Panel booking ẩn khi mới mở (pnlBookingInfo.Visible = false),Màn hình Xuất vé đoàn,Đăng nhập thành công. Mới mở form.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Quan sát panel thông tin booking.",Mới mở form,"1. Đăng nhập thành công.
2. Panel thông tin booking ẩn hoàn toàn (không chiếm chỗ trên giao diện).","Nút Xuất Vé nhấn được bình thường. Khi nhấn, ứng dụng bị văng do không có dữ liệu đoàn.",Medium,Major,2026-04-10,QA_NhiNT,BK_062,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_005,Tìm booking bằng mã có dấu cách giữa — vẫn tìm được,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking mã BK-20260401-001 tồn tại.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Gõ "" BK-20260401-001 "" (có khoảng trắng đầu cuối), nhấn Tìm.
3. Quan sát.",Chuỗi có khoảng trắng đầu cuối,"1. Đăng nhập thành công.
2. Gõ mã có khoảng trắng.
3. Hệ thống tự trim rồi tìm. Tìm thấy booking.",Không tìm thấy. Hệ thống so sánh nguyên chuỗi chưa xóa khoảng trắng. Phải gõ chính xác không có dấu cách.,Low,Minor,2026-04-11,QA_NhiNT,BK_069,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_006,Xác nhận thành công — ô tìm kiếm tự focus lại,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking hợp lệ.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Tìm + Xuất Vé + Có (thành công).
3. Quan sát con trỏ.",BK-001 hợp lệ,"1. Đăng nhập thành công.
2. Xác nhận thành công.
3. Con trỏ tự focus vào ô tìm kiếm (txtBookingCode.Focus()). Sẵn sàng nhập đoàn kế.",Ô tìm vẫn hiện BK-001. Con trỏ chuột ở nút Xuất Vé. Nhân viên phải xóa tay và click lại ô tìm.,Medium,Minor,2026-04-11,QA_NhiNT,BK_086,v3.1.0,WinForms C#,DEV_NhiNT,Open
